ward,menu_package,address,cost,cost_numeric
10,Street Resurfacing Menu (2024),ON S AVENUE N FROM E 108TH ST (10800 S) TO E 109TH ST (10900 S),"$61,302.64",61302.64
10,Street Resurfacing Menu (2024),ON S BALTIMORE AVE FROM E 86TH ST (8600 S) TO E 87TH ST (8700 S),"$54,373.66",54373.66
10,Street Resurfacing Menu (2024),ON S BUFFALO AVE FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S),"$55,661.56",55661.56
10,Street Resurfacing Menu (2024),ON S RIVERDALE AVE FROM S EBERHART AVE (13220 S) TO E 133RD ST (13300 S),"$69,720.79",69720.79
10,Street Resurfacing Menu (2024),ON S STATE LINE RD FROM E 108TH ST (10800 S) TO E 110TH ST (11000 S),"$111,239.17",111239.17
10,Street Speed Hump Menu (2024),ON E 131ST ST FROM S BRANDON AVE (3200 E) TO S BUFFALO AVE (3300 E),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON E 132ND ST FROM S MUSKEGON AVE (2830 E) TO S EXCHANGE AVE (2930 E),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON E 133RD ST FROM S BRAINARD AVE (2914 E) TO S COMMERCIAL AVE (3000 E),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON E 91ST ST FROM S BRANDON AVE (3200 E) TO S BUFFALO AVE (3300 E),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE G FROM E 104TH ST (10400 S) TO E 105TH ST (10500 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE G FROM E 108TH ST (10800 S) TO E 109TH ST (10900 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE H FROM E 113TH ST (11300 S) TO E 114TH ST (11400 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE J FROM E 107TH ST (10700 S) TO E 108TH ST (10800 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE J FROM E 117TH ST (11700 S) TO E 118TH ST (11800 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE L FROM E 133RD ST (13300 S) TO E 134TH ST (13400 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE N FROM E 105TH ST (10500 S) TO E 106TH ST (10600 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S AVENUE N FROM E 112TH ST (11200 S) TO E 113TH ST (11300 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S BALTIMORE AVE FROM E 87TH ST (8700 S) TO E 88TH ST (8800 S),"$4,880.00",4880.0
10,Street Speed Hump Menu (2024),ON S BUFFALO AVE FROM E 130TH ST (13000 S) TO E 131ST ST (13100 S),"$2,440.00",2440.0
10,Street Speed Hump Menu (2024),ON S BURLEY AVE FROM E 92ND ST (9200 S) TO E 93RD ST (9300 S),"$4,880.00",4880.0
10,Street Speed Hump Replacement (2024),ON S AVENUE F FROM 11058 S TO E 110TH ST (11000 S),$0.00,0.0
10,Street Speed Hump Replacement (2024),ON S AVENUE G FROM E 110TH ST (11000 S) TO E 111TH ST (11100 S),$0.00,0.0
11,ADA - Alley Resurfacing Menu (2024),2840 S LOWE AVE; S LOWE AVE & W 28TH ST&W 29TH ST & S UNION AVE,"$7,245.00",7245.0
11,ADA - Alley Resurfacing Menu (2024),S CANAL ST & W 30TH ST&W 31ST ST & S CANAL ST; 3031 S CANAL ST,"$7,245.00",7245.0
11,ADA - Alley Resurfacing Menu (2024),W 43RD PL & S WALLACE ST&S UNION AVE & W 44TH ST,"$7,245.00",7245.0
11,ADA - Street Resurfacing Menu (2024),ON S STEWART AVE FROM W 25TH PL (2530 S) TO W 26TH ST (2600 S),"$3,622.50",3622.5
11,Alley Apron Menu (2024),534 W 32ND ST,"$17,683.40",17683.4
11,Alley Resurfacing Menu (2024),2840 S LOWE AVE; S LOWE AVE & W 28TH ST&W 29TH ST & S UNION AVE,"$31,996.31",31996.31
11,Alley Resurfacing Menu (2024),3549 S UNION AVE; W 35TH ST & S LOWE AVE&S UNION AVE & W 36TH ST,"$46,747.80",46747.8
11,Alley Resurfacing Menu (2024),806 W 27TH ST; S GREEN ST & W 26TH PL&W 27TH ST & S HALSTED ST,"$27,045.13",27045.13
11,Alley Resurfacing Menu (2024),S CANAL ST & W 30TH ST&W 31ST ST & S CANAL ST; 3031 S CANAL ST,"$31,471.00",31471.0
11,Alley Resurfacing Menu (2024),S GREEN ST & W 26TH PL&W 27TH ST & S PEORIA ST,"$8,399.61",8399.61
11,Alley Resurfacing Menu (2024),S HALSTED ST & W 35TH ST&W 36TH ST & S EMERALD AVE,"$2,918.03",2918.03
11,Alley Resurfacing Menu (2024),W 43RD PL & S WALLACE ST&S UNION AVE & W 44TH ST,"$21,582.84",21582.84
11,Alley Speed Hump Menu (2024),3549 S UNION AVE; W 35TH ST & S LOWE AVE&S UNION AVE & W 36TH ST,$0.00,0.0
11,Alley Speed Hump Replacement (2024),2840 S LOWE AVE; S LOWE AVE & W 28TH ST&W 29TH ST & S UNION AVE,$0.00,0.0
11,Alley Speed Hump Replacement (2024),S HALSTED ST & W 35TH ST&W 36TH ST & S EMERALD AVE,$0.00,0.0
11,Alley Speed Hump Replacement (2024),W 43RD PL & S WALLACE ST&S UNION AVE & W 44TH ST,$0.00,0.0
11,Bollard Menu (2024),W 32ND ST & S GREEN ST,"$9,740.84",9740.84
11,Concrete Alley Menu (2024),S GRADY CT & W FULLER ST; 2810 S GRADY CT; S GROVE ST & S LOCK ST,"$105,111.37",105111.37
11,Curb & Gutter Menu (2024),2701 S PRINCETON AVE,"$11,301.69",11301.69
11,Curb & Gutter Menu (2024),900 W 37TH PL,"$41,002.00",41002.0
11,Pavement Markings Menu (2024),S ARCHER AVE & S CANAL ST,"$2,000.00",2000.0
11,Pavement Markings Menu (2024),S WENTWORTH AVE & W CERMAK RD,"$22,050.00",22050.0
11,Street Bump Outs Menu (2024),ON W 27TH ST FROM S HALSTED ST (800 W) TO S SENOUR AVE (900 W),"$15,709.00",15709.0
11,Street Resurfacing Menu (2024),ON S EMERALD AVE FROM S ARCHER AVE (2500 S) TO W 25TH ST (2570 S),"$31,629.97",31629.97
11,Street Resurfacing Menu (2024),ON S EMERALD AVE FROM W 31ST ST (3100 S) TO W 32ND ST (3200 S),"$67,194.55",67194.55
11,Street Resurfacing Menu (2024),ON S EMERALD AVE FROM W 34TH ST (3400 S) TO W 36TH ST (3600 S),"$113,345.09",113345.09
11,Street Resurfacing Menu (2024),ON S EMERALD AVE FROM W 38TH ST (3800 S) TO W PERSHING RD (3900 S),"$58,468.21",58468.21
11,Street Resurfacing Menu (2024),ON S GREEN ST FROM 2511 S TO S ARCHER AVE (2530 S),"$8,455.54",8455.54
11,Street Resurfacing Menu (2024),ON S HILLOCK AVE FROM S LOOMIS ST (2800 S) TO S SHORT ST (2840 S),"$34,761.65",34761.65
11,Street Resurfacing Menu (2024),ON S LITUANICA AVE FROM W 31ST ST (3100 S) TO W 32ND ST (3200 S),"$84,719.19",84719.19
11,Street Resurfacing Menu (2024),ON S LITUANICA AVE FROM W 34TH ST (3400 S) TO W 34TH PL (3440 S),"$41,179.30",41179.3
11,Street Resurfacing Menu (2024),ON S LLOYD AVE FROM S BONAPARTE ST (2980 S) TO S LYMAN ST (3080 S),"$47,063.28",47063.28
11,Street Resurfacing Menu (2024),ON S LOWE AVE FROM S ARCHER AVE (2450 S) TO W 25TH ST (2500 S),"$25,366.61",25366.61
11,Street Resurfacing Menu (2024),ON S MCDERMOTT ST FROM 2984 S TO S ARCHER AVE (2990 S),"$11,250.38",11250.38
11,Street Resurfacing Menu (2024),ON S PARNELL AVE FROM W 43RD ST (4300 S) TO W 43RD PL (4330 S),"$22,107.70",22107.7
11,Street Resurfacing Menu (2024),ON S STEWART AVE FROM W 25TH PL (2530 S) TO W 26TH ST (2600 S),"$17,425.75",17425.75
11,Street Resurfacing Menu (2024),ON S UNION AVE FROM W 26TH ST (2600 S) TO W 28TH ST (2800 S),"$66,131.95",66131.95
11,Street Resurfacing Menu (2024),ON W 25TH ST FROM S LOWE AVE (700 W) TO S EMERALD AVE (800 W),"$34,379.97",34379.97
11,Street Resurfacing Menu (2024),ON W 27TH ST FROM S CANAL ST (450 W) TO S WALLACE ST (600 W),"$88,207.19",88207.19
11,Street Resurfacing Menu (2024),ON W 29TH ST FROM S WENTWORTH AVE (200 W) TO S WELLS ST (230 W),"$25,904.54",25904.54
11,Street Resurfacing Menu (2024),ON W 32ND ST FROM 1312 W TO S BENSON ST (1400 W),"$49,027.49",49027.49
11,Street Resurfacing Menu (2024),ON W 33RD PL FROM S WOOD ST (1800 W) TO S ARCHER AVE (1900 W),"$50,843.60",50843.6
11,Street Resurfacing Menu (2024),ON W 36TH ST FROM S SANGAMON ST (950 W) TO S MORGAN ST (1000 W),"$34,702.93",34702.93
11,Street Resurfacing Menu (2024),ON W 37TH ST FROM S WALLACE ST (600 W) TO S UNION AVE (700 W),"$84,286.63",84286.63
11,Street Resurfacing Menu (2024),ON W 38TH PL FROM S SANGAMON ST (940 W) TO S MORGAN ST (1000 W),"$59,503.82",59503.82
11,Street Speed Hump Menu (2024),ON W 27TH ST FROM S HALSTED ST (800 W) TO S SENOUR AVE (900 W),"$7,320.00",7320.0
11,Street Speed Hump Replacement (2024),ON W 32ND ST FROM 1312 W TO S BENSON ST (1400 W),$0.00,0.0
12,(2024) Miscellaneous CDOT Projects (2024),3600 S WESTERN BLVD,$660.00,660.0
12,Alley Resurfacing Menu (2024),3300-3400 S ARCHER AVE; S ARCHER AVE & W 33RD ST&W 34TH ST & S DAMEN AVE,"$57,453.67",57453.67
12,Alley Resurfacing Menu (2024),3834-3872 S ARCHER AVE; W 38TH ST & S ARCHER AVE&S ROCKWELL ST & S MAPLEWOOD AVE,"$22,695.25",22695.25
12,Alley Resurfacing Menu (2024),4501-4557 S RICHMOND ST; S RICHMOND ST & W 45TH ST&W 46TH ST & S FRANCISCO AVE,"$28,372.08",28372.08
12,Alley Resurfacing Menu (2024),S HONORE ST & W 36TH ST&W 37TH ST & S WOOD ST,"$41,665.83",41665.83
12,Alley Resurfacing Menu (2024),S WASHTENAW AVE & W 44TH ST&W 45TH ST & S FAIRFIELD AVE,"$33,199.10",33199.1
12,Alley Speed Hump Menu (2024),3731 S WOLCOTT AVE; W 37TH ST & S HONORE ST&S WOLCOTT AVE & W 38TH ST,$725.00,725.0
12,Alley Speed Hump Menu (2024),S WASHTENAW AVE & W 44TH ST&W 45TH ST & S FAIRFIELD AVE,$0.00,0.0
12,Alley Speed Hump Replacement (2024),3300-3400 S ARCHER AVE; S ARCHER AVE & W 33RD ST&W 34TH ST & S DAMEN AVE,$0.00,0.0
12,Alley Speed Hump Replacement (2024),S HONORE ST & W 36TH ST&W 37TH ST & S WOOD ST,$0.00,0.0
12,Alley Speed Hump Replacement (2024),S RICHMOND ST & W 45TH ST&W 46TH ST & S FRANCISCO AVE,$0.00,0.0
12,Arterial Street Bump Outs Menu (2024),S LEAVITT ST & S ARCHER AVE,"$260,000.00",260000.0
12,Bollard Menu (2024),3500 S WESTERN AVE,"$5,052.18",5052.18
12,Bollard Menu (2024),3505 S MAPLEWOOD AVE,"$41,932.13",41932.13
12,Concrete Alley Menu (2024),S ARCHER AVE & S BLAKE ST; W 37TH ST & S ARCHER AVE,"$96,886.82",96886.82
12,Concrete Alley Menu (2024),S SEELEY AVE & W 33RD ST&W 34TH ST & S DAMEN AVE; 3345-3349 S SEELEY AVE,"$10,754.76",10754.76
12,Curb & Gutter Menu (2024),2701 W 36TH PL; ON W 36TH PL FROM S WASHTENAW AVE (2700 W) TO S CALIFORNIA AVE (2800 W),"$36,934.44",36934.44
12,Curb & Gutter Menu (2024),ON W 38TH ST FROM S FRANCISCO AVE (2900 W) TO S SACRAMENTO AVE (3000 W),"$6,187.35",6187.35
12,Gunsaulus Elementary - Playground Improvements,4420 S SACRAMENTO AVE,"$28,748.80",28748.8
12,"In-Road ""State Law Stop For Pedestrians"" Sign Menu",4136 S CALIFORNIA AVE,$350.00,350.0
12,Miscellaneous CDOT Projects (2024),3932 S ROCKWELL ST,$660.00,660.0
12,Pavement Markings Menu (2024),3002 W 42ND ST,"$4,517.69",4517.69
12,Street Light Residential Staggered Piggy Back Menu (2024),ON S LEAVITT ST FROM 3512 S TO W 34TH ST (3400 S),"$163,000.00",163000.0
12,Street Light Upgrade Menu (2024),3537-3659 S WESTERN BLVD,$500.00,500.0
12,Street Resurfacing Menu (2024),ON S CAMPBELL AVE FROM W POPE JOHN PAUL II DR (4300 S) TO W 45TH ST (4500 S),"$95,518.47",95518.47
12,Street Resurfacing Menu (2024),ON S FAIRFIELD AVE FROM 4302 S TO W 45TH ST (4500 S),"$114,584.51",114584.51
12,Street Resurfacing Menu (2024),ON S MAPLEWOOD AVE FROM W 44TH ST (4400 S) TO W 45TH ST (4500 S),"$45,454.83",45454.83
12,Street Resurfacing Menu (2024),ON S ROCKWELL ST FROM W 35TH ST (3500 S) TO W 36TH PL (3630 S),"$117,376.98",117376.98
12,Street Resurfacing Menu (2024),ON S WASHTENAW AVE FROM W 35TH ST (3500 S) TO W 35TH PL (3530 S),"$28,104.72",28104.72
12,Street Resurfacing Menu (2024),ON W 37TH PL FROM 3427 W TO S HOMAN AVE (3400 W),"$28,331.92",28331.92
12,Street Resurfacing Menu (2024),ON W 38TH ST FROM S CALIFORNIA AVE (2800 W) TO S FRANCISCO AVE (2900 W),"$75,502.76",75502.76
12,Street Resurfacing Menu (2024),ON W 38TH ST FROM S FRANCISCO AVE (2900 W) TO S SACRAMENTO AVE (3000 W),"$80,135.37",80135.37
12,Street Speed Hump Menu (2024),4600-4644 S ROCKWELL ST; ON S ROCKWELL ST FROM W 46TH ST (4600 S) TO W 47TH ST (4700 S),"$4,880.00",4880.0
12,Street Speed Hump Menu (2024),ON W 40TH PL FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W),"$4,880.00",4880.0
12,Street Speed Hump Replacement (2024),ON S CAMPBELL AVE FROM W POPE JOHN PAUL II DR (4300 S) TO W 45TH ST (4500 S),$0.00,0.0
12,Street Speed Hump Replacement (2024),ON S MAPLEWOOD AVE FROM W 44TH ST (4400 S) TO W 45TH ST (4500 S),$0.00,0.0
13,Alley Apron Menu (2024),5759 S MASON AVE,"$25,912.90",25912.9
13,Alley Apron Menu (2024),5801 S MELVINA AVE,"$4,677.51",4677.51
13,Alley Apron Menu (2024),6244 S MAJOR AVE,"$5,341.86",5341.86
13,Alley Apron Menu (2024),7059 W 63RD PL,"$23,055.67",23055.67
13,Alley Speed Hump Menu (2024),5545 S NEWCASTLE AVE,$725.00,725.0
13,Alley Speed Hump Menu (2024),5710 W 56TH ST,$725.00,725.0
13,Alley Speed Hump Menu (2024),6244 S NASHVILLE AVE,$725.00,725.0
13,Alley Speed Hump Menu (2024),W ARCHER AVE & S NEW ENGLAND AVE&S NEWCASTLE AVE & W 56TH ST,"$1,450.00",1450.0
13,Bollard Menu (2024),4459 W 55TH ST,"$1,549.16",1549.16
13,Bollard Menu (2024),5915 S NATOMA AVE,"$1,532.67",1532.67
13,Curb & Gutter Menu (2024),4134 W 58TH ST,"$2,697.24",2697.24
13,Curb & Gutter Menu (2024),5711 S MASON AVE; 5719 S MASON AVE,"$8,752.59",8752.59
13,Curb & Gutter Menu (2024),5804 S NEWCASTLE AVE; 5827 S NEWCASTLE AVE; 5841 S NEWCASTLE AVE,"$7,932.29",7932.29
13,Curb & Gutter Menu (2024),5812 S KILDARE AVE,"$3,065.06",3065.06
13,Curb & Gutter Menu (2024),5826 S NARRAGANSETT AVE; 5819-5823 S NARRAGANSETT AVE; 5854 S NARRAGANSETT AVE,"$21,311.10",21311.1
13,Curb & Gutter Menu (2024),6006 S MOODY AVE,"$2,549.47",2549.47
13,Curb & Gutter Menu (2024),6218 S NEENAH AVE; 6200 S NEENAH AVE,"$13,063.24",13063.24
13,Curb & Gutter Menu (2024),6350 S OAK PARK AVE; 6356 S OAK PARK AVE,"$9,217.85",9217.85
13,Floodlight Menu (2024),5518 S NEVA AVE,$950.00,950.0
13,Floodlight Menu (2024),5925 S MEADE AVE,$950.00,950.0
13,Floodlight Menu (2024),6455 S NATCHEZ AVE,$950.00,950.0
13,Floodlight Menu (2024),6458 W 60TH ST,$950.00,950.0
13,Floodlight Menu (2024),6559 S KNOX AVE,$950.00,950.0
13,Miscellaneous CDOT Projects (2024),5501 S MERRIMAC AVE,$412.22,412.22
13,Miscellaneous CDOT Projects (2024),6001 S AUSTIN AVE; S AUSTIN AVE & W 60TH ST,"$12,500.00",12500.0
13,Pavement Markings Menu (2024),W ARCHER AVE & S OAK PARK AVE; W ARCHER AVE & S NASHVILLE AVE; W 65TH ST & S PULASKI RD; W 63RD ST & S OAK PARK AVE; W 55TH ST & S CENTRAL AVE,"$9,903.92",9903.92
13,Pavement Markings Menu (2024),W ARCHER AVE & S SAYRE AVE,"$9,304.00",9304.0
13,Sidewalk Menu (2024),4134 W 63RD ST; W 63RD ST & S KEDVALE AVE,"$16,949.34",16949.34
13,Sidewalk Menu (2024),4528 W 64TH PL,"$5,134.29",5134.29
13,Sidewalk Menu (2024),4543-4559 W 64TH ST,"$24,977.50",24977.5
13,Sidewalk Menu (2024),5214 W 64TH PL; W 64TH PL & S LATROBE AVE,"$3,270.05",3270.05
13,Sidewalk Menu (2024),5515 S KOLMAR AVE,$993.08,993.08
13,Sidewalk Menu (2024),5534 S MCVICKER AVE,"$3,585.18",3585.18
13,Sidewalk Menu (2024),5534 S NORDICA AVE,"$1,956.39",1956.39
13,Sidewalk Menu (2024),5556 S NEENAH AVE,"$3,680.62",3680.62
13,Sidewalk Menu (2024),5558 S KOLMAR AVE,"$10,345.98",10345.98
13,Sidewalk Menu (2024),5601 S MOODY AVE; 5616 S MOODY AVE,"$3,639.67",3639.67
13,Sidewalk Menu (2024),5606 S NORMANDY AVE,"$7,933.36",7933.36
13,Sidewalk Menu (2024),5639 S RUTHERFORD AVE,"$6,241.51",6241.51
13,Sidewalk Menu (2024),5642 S AUSTIN AVE,"$2,606.53",2606.53
13,Sidewalk Menu (2024),5651 S NEWLAND AVE,"$5,759.37",5759.37
13,Sidewalk Menu (2024),5655 S NEENAH AVE,"$8,078.61",8078.61
13,Sidewalk Menu (2024),5658 S SAYRE AVE,"$3,662.02",3662.02
13,Sidewalk Menu (2024),5709 S NATCHEZ AVE,"$4,466.03",4466.03
13,Sidewalk Menu (2024),5711 S MEADE AVE,"$3,208.24",3208.24
13,Sidewalk Menu (2024),5717 S MOODY AVE,"$5,574.87",5574.87
13,Sidewalk Menu (2024),5734 S KILBOURN AVE,"$4,220.68",4220.68
13,Sidewalk Menu (2024),5744 S MERRIMAC AVE,"$2,471.73",2471.73
13,Sidewalk Menu (2024),5824 S MERRIMAC AVE,"$3,558.69",3558.69
13,Sidewalk Menu (2024),5834 S NATCHEZ AVE,"$5,243.87",5243.87
13,Sidewalk Menu (2024),5842 S MONITOR AVE,"$1,001.03",1001.03
13,Sidewalk Menu (2024),5859 S NEWCASTLE AVE; 5819 S NEWCASTLE AVE,"$17,573.96",17573.96
13,Sidewalk Menu (2024),5900 W 64TH ST; 5904 W 64TH ST; 5908 W 64TH ST; 5910 W 64TH ST,"$8,899.11",8899.11
13,Sidewalk Menu (2024),5915 S MOODY AVE,"$2,029.94",2029.94
13,Sidewalk Menu (2024),5940 S MASSASOIT AVE,"$2,436.63",2436.63
13,Sidewalk Menu (2024),5941 W 64TH PL,"$4,262.31",4262.31
13,Sidewalk Menu (2024),5944 S MASSASOIT AVE,"$6,941.25",6941.25
13,Sidewalk Menu (2024),6027 S MULLIGAN AVE,"$1,103.00",1103.0
13,Sidewalk Menu (2024),6032 S KEATING AVE; 6059 S KEATING AVE,"$5,190.70",5190.7
13,Sidewalk Menu (2024),6037 S KILDARE AVE,"$3,220.81",3220.81
13,Sidewalk Menu (2024),6039 S KILBOURN AVE,"$4,138.12",4138.12
13,Sidewalk Menu (2024),6058 S KOLIN AVE,"$11,904.50",11904.5
13,Sidewalk Menu (2024),6101 S NARRAGANSETT AVE; S NARRAGANSETT AVE & W 61ST ST,"$8,743.84",8743.84
13,Sidewalk Menu (2024),6119 S KEELER AVE; 6104 S KEELER AVE,"$6,747.46",6747.46
13,Sidewalk Menu (2024),6124 S MASSASOIT AVE,"$2,644.23",2644.23
13,Sidewalk Menu (2024),6134 S KEELER AVE,$839.08,839.08
13,Sidewalk Menu (2024),6141 S TRIPP AVE; 6144 S TRIPP AVE; 6158 S TRIPP AVE,"$2,202.12",2202.12
13,Sidewalk Menu (2024),6153 W 63RD PL,"$1,528.81",1528.81
13,Sidewalk Menu (2024),6158 S NATCHEZ AVE,"$5,508.51",5508.51
13,Sidewalk Menu (2024),6200 S KENNETH AVE,"$10,015.17",10015.17
13,Sidewalk Menu (2024),6207 S TRIPP AVE,"$2,757.31",2757.31
13,Sidewalk Menu (2024),6216 S KOMENSKY AVE,"$4,577.88",4577.88
13,Sidewalk Menu (2024),6218 S MASSASOIT AVE; 6215-6217 S MASSASOIT AVE,"$11,980.07",11980.07
13,Sidewalk Menu (2024),6230 S KILPATRICK AVE,"$2,420.90",2420.9
13,Sidewalk Menu (2024),6242 S KEDVALE AVE,"$4,199.94",4199.94
13,Sidewalk Menu (2024),6249 W 63RD PL,"$2,693.09",2693.09
13,Sidewalk Menu (2024),6254 W 60TH ST,"$12,101.83",12101.83
13,Sidewalk Menu (2024),6327 S KEELER AVE,"$4,339.15",4339.15
13,Sidewalk Menu (2024),6330 W 64TH ST,"$3,483.30",3483.3
13,Sidewalk Menu (2024),6334 W 63RD PL,"$1,162.98",1162.98
13,Sidewalk Menu (2024),6339 S KEATING AVE,"$1,090.37",1090.37
13,Sidewalk Menu (2024),6355 S KNOX AVE,"$3,347.91",3347.91
13,Sidewalk Menu (2024),6358 S TRIPP AVE,"$2,620.48",2620.48
13,Sidewalk Menu (2024),6401 S LAPORTE AVE,"$17,830.67",17830.67
13,Sidewalk Menu (2024),6405 S KARLOV AVE,"$3,409.28",3409.28
13,Sidewalk Menu (2024),6412 S LECLAIRE AVE,$639.43,639.43
13,Sidewalk Menu (2024),6423 S LOCKWOOD AVE,"$5,721.61",5721.61
13,Sidewalk Menu (2024),6429 S TRIPP AVE,"$2,518.58",2518.58
13,Sidewalk Menu (2024),6453 S KNOX AVE,"$3,134.24",3134.24
13,Sidewalk Menu (2024),6501 S KEELER AVE,$827.90,827.9
13,Sidewalk Menu (2024),6517 W 63RD PL; 6539 W 63RD PL,"$6,719.60",6719.6
13,Sidewalk Menu (2024),6552 S KEDVALE AVE,"$4,073.84",4073.84
13,Sidewalk Menu (2024),6607 W 59TH ST,$669.20,669.2
13,Sidewalk Menu (2024),6645 S KILPATRICK AVE,"$1,088.99",1088.99
13,Sidewalk Menu (2024),6750 W 63RD PL,"$3,030.97",3030.97
13,Sidewalk Menu (2024),6825 W 64TH ST,"$2,697.33",2697.33
13,Sidewalk Menu (2024),6841 W 63RD PL; 6835 W 63RD PL,"$5,059.76",5059.76
13,Sidewalk Menu (2024),6848 W 64TH PL,"$4,053.46",4053.46
13,Sidewalk Menu (2024),7015 W 64TH ST,"$2,757.31",2757.31
13,Sidewalk Menu (2024),7129 W 63RD PL,"$4,198.10",4198.1
13,Sidewalk Menu (2024),S MAYFIELD AVE & W 61ST ST; 6101 S MAYFIELD AVE,"$9,758.79",9758.79
13,Street Light Upgrade Menu (2024),4141 W 57TH ST,$500.00,500.0
13,Street Light Upgrade Menu (2024),5544 S KOLIN AVE,$500.00,500.0
13,Street Light Upgrade Menu (2024),5554 S NEVA AVE; 5530 S NEVA AVE; 5534 S NEVA AVE; 5518 S NEVA AVE,"$3,750.00",3750.0
13,Street Light Upgrade Menu (2024),5800 S KILBOURN AVE,$500.00,500.0
13,Street Light Upgrade Menu (2024),5800 W 60TH ST,$500.00,500.0
13,Street Light Upgrade Menu (2024),5818-5820 S NEW ENGLAND AVE,$500.00,500.0
13,Street Light Upgrade Menu (2024),5835 W 59TH ST; 5859 W 59TH ST,"$1,000.00",1000.0
13,Street Light Upgrade Menu (2024),5839 S RUTHERFORD AVE,$500.00,500.0
13,Street Light Upgrade Menu (2024),5901 W 59TH ST,$500.00,500.0
13,Street Light Upgrade Menu (2024),6341 W 63RD PL,$500.00,500.0
13,Street Light Upgrade Menu (2024),6358 S LAPORTE AVE,$500.00,500.0
13,Street Light Upgrade Menu (2024),6513 W 63RD PL,$500.00,500.0
13,Street Light Upgrade Menu (2024),6908 W 65TH ST,$500.00,500.0
13,Street Resurfacing Menu (2024),ON S KENNETH AVE FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S),"$52,817.74",52817.74
13,Street Resurfacing Menu (2024),ON S MASSASOIT AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S),"$25,601.48",25601.48
13,Street Resurfacing Menu (2024),ON S MERRIMAC AVE FROM W 55TH ST (5500 S) TO W 58TH ST (5800 S),"$59,012.60",59012.6
13,Street Resurfacing Menu (2024),ON S MERRIMAC AVE FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S),"$54,168.28",54168.28
13,Street Resurfacing Menu (2024),ON S NAGLE AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S),"$55,548.17",55548.17
13,Street Resurfacing Menu (2024),ON S NATCHEZ AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),"$42,218.96",42218.96
13,Street Resurfacing Menu (2024),ON S NATOMA AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),"$51,173.61",51173.61
13,Street Resurfacing Menu (2024),ON S NEWCASTLE AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),"$51,614.00",51614.0
13,Street Resurfacing Menu (2024),ON S NEW ENGLAND AVE FROM 5925 S TO W 59TH ST (5899 S),"$17,717.43",17717.43
13,Street Resurfacing Menu (2024),ON S NEWLAND AVE FROM W ARCHER AVE (5500 S) TO W 58TH ST (5800 S),"$61,009.04",61009.04
13,Street Resurfacing Menu (2024),ON S NORDICA AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),"$55,460.10",55460.1
13,Street Resurfacing Menu (2024),ON S NORMANDY AVE FROM W 59TH ST (5899 S) TO W 60TH ST (6000 S),"$12,976.90",12976.9
13,Street Resurfacing Menu (2024),ON S OAK PARK AVE FROM W 56TH ST (5599 S) TO W 57TH ST (5700 S),"$53,170.05",53170.05
13,Street Resurfacing Menu (2024),ON S OAK PARK AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5599 S),"$57,124.81",57124.81
13,Street Resurfacing Menu (2024),ON S RUTHERFORD AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),"$56,542.42",56542.42
13,Street Resurfacing Menu (2024),ON S SAYRE AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),"$55,902.83",55902.83
13,Street Resurfacing Menu (2024),ON W 58TH ST FROM S MAJOR AVE (5700 W) TO S MELVINA AVE (6200 W),"$58,585.73",58585.73
13,Street Resurfacing Menu (2024),ON W 64TH ST FROM S MOBILE AVE (6300 W) TO S NARRAGANSETT AVE (6400 W),"$54,256.36",54256.36
13,Street Resurfacing Menu (2024),ON W 64TH ST FROM S OAK PARK AVE (6800 W) TO S NEW ENGLAND AVE (6900 W),"$54,483.27",54483.27
13,Street Speed Hump Menu (2024),ON S KEELER AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S),"$4,880.00",4880.0
13,Street Speed Hump Menu (2024),ON S MELVINA AVE FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S),"$4,880.00",4880.0
