"year","ward","GEOID_Full","funding_share","total_cost","num_projects","median_income","income_moe","pb_share","pct_under25k","pct_25k_49k","pct_50k_74k","pct_75k_125k","ward_median_income","ward_median_income_10k","income_10k","inc_x_pb","year_f","drop_reason"
2023,3,"170313814001",0.105842,158765.2,7,44399,14698,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,4.4399,0,"2023",NA
2023,3,"170313818001",0.034195,51292,5,85000,47323,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,8.5,0,"2023",NA
2023,3,"170314003001",1e-04,150,1,71288,31950,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,7.1288,0,"2023",NA
2023,3,"170314105002",0.015356,23033.42,1,42500,13467,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,4.25,0,"2023",NA
2023,3,"170318355002",0.024381,36571.55,2,28281,18427,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,2.8281,0,"2023",NA
2023,3,"170318356001",1e-04,150,1,12768,1549,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,1.2768,0,"2023",NA
2023,3,"170318358001",5e-04,750,3,84500,24132,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,8.45,0,"2023",NA
2023,3,"170318360002",0.084205,126308.83,3,153693,73423,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,15.3693,0,"2023",NA
2023,3,"170318395001",0.040071,60107.06,2,55625,54241,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,5.5625,0,"2023",NA
2023,3,"170318396002",0.132815,199222.43,5,82014,28410,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,8.2014,0,"2023",NA
2023,3,"170318420001",0.000333,500,1,150227,55330,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,15.0227,0,"2023",NA
2023,3,"170318436002",0.027099,40648.44,1,94375,21188,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,9.4375,0,"2023",NA
2023,3,"170318446001",0.007046,10568.75,1,56848,20291,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,5.6848,0,"2023",NA
2023,4,"170313206002",0.013999,20991.87,1,105763,15254,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,10.5763,0,"2023",NA
2023,4,"170313801001",0.034491,51719.28,6,79734,30741,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,7.9734,0,"2023",NA
2023,4,"170313819001",0.166722,250000,1,65417,45658,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,6.5417,0,"2023",NA
2023,4,"170313902001",0.002934,4399.87,1,97250,32805,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,9.725,0,"2023",NA
2023,4,"170313902002",0.071403,107069.2,4,120500,36513,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,12.05,0,"2023",NA
2023,4,"170313903002",0.009763,14640,1,60933,37712,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,6.0933,0,"2023",NA
2023,4,"170313905001",0.027825,41723.66,3,62188,39226,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,6.2188,0,"2023",NA
2023,4,"170313906001",0.087656,131439.98,4,90625,67627,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,9.0625,0,"2023",NA
2023,4,"170313906002",0.003496,5242.5,2,126607,72642,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,12.6607,0,"2023",NA
2023,4,"170313907002",0.004702,7050,1,83052,7475,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,8.3052,0,"2023",NA
2023,4,"170314101001",0.00367,5503.09,2,48588,8871,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,4.8588,0,"2023",NA
2023,4,"170314107001",0.001627,2440,1,57000,35208,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,5.7,0,"2023",NA
2023,4,"170318364001",0.031095,46626.52,1,19221,12930,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,1.9221,0,"2023",NA
2023,4,"170318364003",0.100133,150150,2,113295,52644,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,11.3295,0,"2023",NA
2023,4,"170318390002",0.076801,115163.49,2,84364,18191,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,8.4364,0,"2023",NA
2023,4,"170318395001",0.028231,42332.49,1,55625,54241,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,5.5625,0,"2023",NA
2023,4,"170318420001",0.047241,70837.26,1,150227,55330,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,15.0227,0,"2023",NA
2023,4,"170318436002",0.085559,128295.84,3,94375,21188,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,9.4375,0,"2023",NA
2023,5,"170314101002",0.017468,26202.03,1,64556,23403,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,6.4556,0,"2023",NA
2023,5,"170314105001",0.029242,43862.96,1,130455,55560,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,13.0455,0,"2023",NA
2023,5,"170314106001",0.163653,245478.75,1,61250,40872,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,6.125,0,"2023",NA
2023,5,"170314106002",0.070784,106175.59,1,38818,8730,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,3.8818,0,"2023",NA
2023,5,"170314111002",0.096969,145453.29,2,98750,64627,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,9.875,0,"2023",NA
2023,5,"170314204001",0.049641,74462.06,1,38605,4997,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,3.8605,0,"2023",NA
2023,5,"170314302001",0.112,168000,1,56875,30344,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,5.6875,0,"2023",NA
2023,5,"170314303001",0.010647,15971,1,58793,22659,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,5.8793,0,"2023",NA
2023,5,"170314308001",0.036159,54238.38,1,50066,21463,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,5.0066,0,"2023",NA
2023,6,"170314402022",0.066667,1e+05,1,35252,10842,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,3.5252,0,"2023",NA
2023,6,"170314402023",0.003809,5712.86,1,66548,64307,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,6.6548,0,"2023",NA
2023,6,"170314403002",0.036692,55037.06,3,35929,34621,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,3.5929,0,"2023",NA
2023,6,"170314406001",0.096643,144964.82,2,55057,14768,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,5.5057,0,"2023",NA
2023,6,"170314406002",0.023876,35814.61,1,59737,39012,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,5.9737,0,"2023",NA
2023,6,"170314902001",0.030319,45477.87,1,59811,12518,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,5.9811,0,"2023",NA
2023,6,"170314902002",0.182587,273880.42,3,75625,21122,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,7.5625,0,"2023",NA
2023,6,"170316814003",0.003253,4880,1,34730,15828,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,3.473,0,"2023",NA
2023,6,"170316910001",0.326,489000,1,39444,39089,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,3.9444,0,"2023",NA
2023,6,"170316911004",0.000333,500,1,80679,21765,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,8.0679,0,"2023",NA
2023,6,"170316912002",0.00044,660,1,38873,12812,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,3.8873,0,"2023",NA
2023,6,"170316913001",0.00044,660,1,73967,51239,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,7.3967,0,"2023",NA
2023,6,"170316913002",0.009336,14004.09,1,28462,23727,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,2.8462,0,"2023",NA
2023,6,"170316914001",0.099504,149256.42,2,75144,24989,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,7.5144,0,"2023",NA
2023,6,"170316914003",0.041379,62068.41,3,28097,12742,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,2.8097,0,"2023",NA
2023,7,"170314305002",0.00044,660,1,53112,23227,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,5.3112,0,"2023",NA
2023,7,"170314305003",0.02984,44760.47,3,80213,63099,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,8.0213,0,"2023",NA
2023,7,"170314309001",0.037824,56736.07,1,29366,14282,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,2.9366,0,"2023",NA
2023,7,"170314312001",0.003253,4880,1,56637,3516,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,5.6637,0,"2023",NA
2023,7,"170314313012",0.011481,17220.96,1,47270,13636,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,4.727,0,"2023",NA
2023,7,"170314313013",0.003253,4880,1,27278,5167,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,2.7278,0,"2023",NA
2023,7,"170314314003",0.019255,28881.86,1,37444,17338,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,3.7444,0,"2023",NA
2023,7,"170314402022",0.041686,62528.41,1,35252,10842,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,3.5252,0,"2023",NA
2023,7,"170314601003",0.035557,53336.2,1,46181,37592,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,4.6181,0,"2023",NA
2023,7,"170314602002",0.017689,26533.1,1,29117,13315,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,2.9117,0,"2023",NA
2023,7,"170314603021",0.022752,34128.44,1,53529,6955,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,5.3529,0,"2023",NA
2023,7,"170314603024",0.044616,66924.31,2,21625,18651,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,2.1625,0,"2023",NA
2023,7,"170314604003",0.011916,17874.81,2,69907,39892,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,6.9907,0,"2023",NA
2023,7,"170314605001",0.036068,54101.6,1,97311,78581,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,9.7311,0,"2023",NA
2023,7,"170314605003",0.008887,13331.15,2,58517,13454,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,5.8517,0,"2023",NA
2023,7,"170314608004",0.028264,42395.74,2,48864,25410,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,4.8864,0,"2023",NA
2023,7,"170314610001",0.005765,8647.93,1,14311,2622,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,1.4311,0,"2023",NA
2023,7,"170314804001",0.002687,4029.81,1,86743,23059,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,8.6743,0,"2023",NA
2023,7,"170314805002",0.039028,58542.5,1,47807,36022,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,4.7807,0,"2023",NA
2023,7,"170315102003",0.00562,8430.67,1,64625,35825,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,6.4625,0,"2023",NA
2023,7,"170315103003",0.194724,292085.63,5,10663,2086,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,1.0663,0,"2023",NA
2023,7,"170315103004",0.001627,2440,1,37893,17230,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,3.7893,0,"2023",NA
2023,8,"170314304003",0.001266,1900,2,92350,45480,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,9.235,0,"2023",NA
2023,8,"170314401022",0.075878,113817.19,2,51053,15008,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,5.1053,0,"2023",NA
2023,8,"170314401023",0.003048,4572.47,1,42768,35177,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,4.2768,0,"2023",NA
2023,8,"170314409001",0.032569,48854.21,1,39363,11980,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,3.9363,0,"2023",NA
2023,8,"170314503002",0.006913,10371.07,3,52227,36074,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,5.2227,0,"2023",NA
2023,8,"170314503003",0.022511,33766.59,2,61146,45557,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,6.1146,0,"2023",NA
2023,8,"170314503004",0.056166,84250.49,5,31325,25858,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,3.1325,0,"2023",NA
2023,8,"170314701001",0.04012,60180.88,3,59403,11539,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,5.9403,0,"2023",NA
2023,8,"170314801002",0.113697,170546.13,4,72135,31493,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,7.2135,0,"2023",NA
2023,8,"170314802001",0.015809,23714.17,2,62721,30772,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,6.2721,0,"2023",NA
2023,8,"170314803001",0.002,3000,1,54268,5688,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,5.4268,0,"2023",NA
2023,8,"170314804004",0.173966,260950,2,168535,7091,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,16.8535,0,"2023",NA
2023,8,"170314804006",0.201689,302534.22,6,100365,49442,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,10.0365,0,"2023",NA
2023,8,"170316915002",0.0558,83700.19,2,23884,5497,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,2.3884,0,"2023",NA
2023,8,"170318343001",0.011053,16580,3,50200,16840,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,5.02,0,"2023",NA
2023,8,"170318343005",0.014,21000,2,111745,78678,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,11.1745,0,"2023",NA
2023,8,"170318343006",0.00044,660,1,68722,52029,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,6.8722,0,"2023",NA
2023,9,"170314905002",0.003097,4632.09,1,72222,20228,0,0.243693610753084,0.228042717731541,0.148131099245075,0.251611121340453,46899.3896183725,4.68993896183725,7.2222,0,"2023",NA
