ward,menu_package,address,cost,cost_numeric,cost_share
4,Miscellaneous CDOT Projects (2024),4210-4212 S CHAMPLAIN AVE,$600.00,600.0,0.000423
4,Miscellaneous CDOT Projects (2024),4620 S LANGLEY AVE,$150.00,150.0,0.000106
4,Pavement Markings Menu (2024),E PERSHING RD & S RHODES AVE,"$3,500.00",3500.0,0.002468
4,Pavement Markings Menu (2024),900-1100 E 43rd St,"$3,750.00",3750.0,0.002645
4,Pavement Markings Menu (2024),700-1200 S Columbus Dr,"$15,000.00",15000.0,0.010578
4,Sidewalk Menu (2024),4808 S EVANS AVE,"$5,324.91",5324.91,0.003755
4,Sidewalk Menu (2024),E 8TH ST & S STATE ST,"$28,140.59",28140.59,0.019845
4,Sidewalk Menu (2024),1200-1300 E 48th St,"$1,988.56",1988.56,0.001402
4,Street Bump Outs Menu (2024),E 48TH ST & S DORCHESTER AVE,"$26,626.81",26626.81,0.018778
4,Street Bump Outs Menu (2024),E HYDE PARK BLVD & S UNIVERSITY AVE,"$5,620.00",5620.0,0.003963
4,Street Cul-de-Sac Menu (2024),S GREENWOOD AVE & E HYDE PARK BLVD,"$2,740.95",2740.95,0.001933
4,,4950 S GREENWOOD AVE,"$2,740.95",2740.95,0.001933
4,Street Light Upgrade Menu (2024),640 E OAKWOOD BLVD,$500.00,500.0,0.000353
4,Street Light Upgrade Menu (2024),713 E 43RD ST,$500.00,500.0,0.000353
4,Street Resurfacing Menu (2024),4500-4600 S Champlain Ave,"$30,623.88",30623.88,0.021597
4,Street Resurfacing Menu (2024),800-1100 S Holden Ct,"$88,379.74",88379.74,0.062327
4,Street Resurfacing Menu (2024),4300-4430 S Oakenwald Ave,"$102,427.76",102427.76,0.072234
4,Street Resurfacing Menu (2024),1199-900 S Park Ter,"$82,002.05",82002.05,0.057830
4,Street Resurfacing Menu (2024),1178-900 S Plymouth Ct,"$48,672.61",48672.61,0.034325
4,Street Resurfacing Menu (2024),840-800 S Plymouth Ct,"$26,975.29",26975.29,0.019024
4,Street Speed Hump Menu (2024),2900-3100 S Indiana Ave,"$12,200.00",12200.0,0.008604
4,Street Speed Hump Menu (2024),4440-4699 S Lake Park Ave,"$5,790.75",5790.75,0.004084
4,Street Speed Hump Menu (2024),3100-3300 S Rhodes Ave,"$12,200.00",12200.0,0.008604
4,Street Speed Hump Replacement (2024),800-1100 S Holden Ct,$0.00,0.0,0.000000
4,Street Speed Hump Replacement (2024),4300-4430 S Oakenwald Ave,$0.00,0.0,0.000000
4,Street Speed Hump Replacement (2024),1199-900 S Park Ter,$0.00,0.0,0.000000
5,additional bike racks. Miscellaneous CDOT Projects (2024),1558 E 68TH ST,$660.00,660.0,0.000442
5,Alley Resurfacing Menu (2024),E 70TH ST & S KIMBARK AVE & S WOODLAWN AVE & E 71ST ST,"$18,956.29",18956.29,0.012685
5,Alley Resurfacing Menu (2024),S OGLESBY AVE & E 72ND ST & E 73RD ST & S CRANDON AVE,"$38,052.80",38052.8,0.025464
5,Alley Resurfacing Menu (2024),S WOODLAWN AVE & E 55TH ST & E 56TH ST & S KIMBARK AVE,"$40,634.16",40634.16,0.027191
5,Installation of two concrete pads at Promontory Point for two,5491 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR NB,"$15,000.00",15000.0,0.010038
5,Pavement Markings Menu (2024),920-1200 E Hyde Park Blvd,"$2,500.00",2500.0,0.001673
5,Sidewalk Menu (2024),1148-1130 E 73rd St,"$21,749.24",21749.24,0.014554
5,Street Bump Outs Menu (2024),E HYDE PARK BLVD & S UNIVERSITY AVE,"$15,152.86",15152.86,0.010140
5,Street Light Residential Staggered Piggy Back Menu (2024),6900-7100 S Merrill Ave,"$161,478.00",161478.0,0.108057
5,Street Light Residential Staggered Piggy Back Menu (2024),7300-7400 S University Ave,"$85,250.00",85250.00,0.057047
5,,1100-1199 E 74th St,"$85,250.00",85250.00,0.057047
5,Street Resurfacing Menu (2024),1500-1600 E 65th St,"$56,391.64",56391.64,0.037736
5,Street Resurfacing Menu (2024),1500-1600 E 66th Pl,"$63,477.51",63477.51,0.042477
5,Street Resurfacing Menu (2024),1930-2130 E 72nd Pl,"$134,783.03",134783.03,0.090193
5,Street Resurfacing Menu (2024),6900-7000 S Dante Ave,"$82,218.05",82218.05,0.055018
5,Street Resurfacing Menu (2024),7000-7100 S East End Ave,"$54,281.74",54281.74,0.036324
5,Street Resurfacing Menu (2024),5300-5400 S Ellis Ave,"$47,767.63",47767.63,0.031965
5,Street Resurfacing Menu (2024),6900-7000 S Euclid Ave,"$46,775.45",46775.45,0.031301
5,Street Resurfacing Menu (2024),5300-5500 S Greenwood Ave,"$165,172.14",165172.14,0.110529
5,Street Resurfacing Menu (2024),7399-7470 S Greenwood Ave,"$50,561.01",50561.01,0.033834
5,Street Resurfacing Menu (2024),5700-5900 S Harper Ave,"$109,291.87",109291.87,0.073135
5,Street Resurfacing Menu (2024),6900-6930 S Harper Ave,"$41,063.85",41063.85,0.027479
5,Street Resurfacing Menu (2024),7100-7200 S Oglesby Ave,"$42,130.88",42130.88,0.028193
5,Street Resurfacing Menu (2024),6800-6900 S Oglesby Ave,"$54,483.27",54483.27,0.036459
5,Street Resurfacing Menu (2024),1500-1600 W 65th Pl,"$41,778.57",41778.57,0.027957
5,Street Speed Hump Menu (2024),5400 S RIDGEWOOD CT,"$7,320.00",7320.0,0.004898
5,Street Speed Hump Menu (2024),5800-5900 S Blackstone Ave,"$4,880.00",4880.0,0.003266
5,Street Speed Hump Menu (2024),5600-5700 S Harper Ave,"$7,320.00",7320.0,0.004898
5,Street Speed Hump Replacement (2024),1500-1600 E 66th Pl,$0.00,0.0,0.000000
5,Street Speed Hump Replacement (2024),1930-2130 E 72nd Pl,$0.00,0.0,0.000000
5,Street Speed Hump Replacement (2024),6900-7000 S Dante Ave,$0.00,0.0,0.000000
5,Street Speed Hump Replacement (2024),5700-5900 S Harper Ave,$0.00,0.0,0.000000
5,Street Speed Hump Replacement (2024),6900-6930 S Harper Ave,$0.00,0.0,0.000000
6,Curb & Gutter Menu (2024),7300-7500 S Drexel Ave,"$13,150.84",13150.84,0.008773
6,Curb & Gutter Menu (2024),8200-8400 S Prairie Ave,"$4,373.50",4373.5,0.002918
6,Miscellaneous CDOT Projects (2024),311 E 75TH ST,$660.00,660.0,0.000440
6,Miscellaneous CDOT Projects (2024),532 E 79TH ST,$660.00,660.0,0.000440
6,Miscellaneous CDOT Projects (2024),8216 S VINCENNES AVE,$660.00,660.0,0.000440
6,Miscellaneous CDOT Projects (2024),,$660.00,660.0,0.000440
6,Sidewalk Menu (2024),6931 S SOUTH CHICAGO AVE,"$5,137.72",5137.72,0.003428
6,Sidewalk Menu (2024),7835 S CALUMET AVE,"$9,142.41",9142.41,0.006099
6,Sidewalk Menu (2024),8101 S STEWART AVE,"$22,165.71",22165.71,0.014788
6,Speed Indicator Signs (2024),7700-7800 S Cottage Grove Ave,"$15,500.00",15500.0,0.010341
6,Speed Indicator Signs (2024),8100-8200 S Halsted St,"$15,500.00",15500.0,0.010341
6,Speed Indicator Signs (2024),7100-7200 S Wentworth Ave,"$15,500.00",15500.0,0.010341
6,Street Bump Outs Menu (2024),S ST LAWRENCE AVE & E 75TH ST,"$15,753.91",15753.91,0.010510
6,Street Cul-de-Sac Menu (2024),8800 S STATE ST,"$300,000.00",300000.0,0.200143
6,Street Light Upgrade Menu (2024),7228 S WABASH AVE,$500.00,500.0,0.000334
6,Street Light Upgrade Menu (2024),7938 S VERNON AVE,$500.00,500.0,0.000334
6,Street Light Upgrade Menu (2024),9110 S INDIANA AVE,$500.00,500.0,0.000334
6,Street Light Upgrade Menu (2024),9240 S MICHIGAN AVE,$500.00,500.00,0.000334
6,,9234 S MICHIGAN AVE,$500.00,500.00,0.000334
6,Street Light Upgrade Menu (2024),E 84TH ST & S STATE ST & S WABASH AVE & E 85TH ST,$287.31,287.31,0.000192
6,Street Resurfacing Menu (2024),100-330 E 81st St,"$153,184.35",153184.35,0.102196
6,Street Resurfacing Menu (2024),100-50 E 85th St,"$58,919.47",58919.47,0.039308
6,Street Resurfacing Menu (2024),340-400 E 89th St,"$46,104.02",46104.02,0.030758
6,Street Resurfacing Menu (2024),300-400 E 91st St,"$94,657.42",94657.42,0.063150
6,Street Resurfacing Menu (2024),7300-7500 S Drexel Ave,"$164,787.66",164787.66,0.109937
6,Street Resurfacing Menu (2024),7500-7600 S Langley Ave,"$59,511.71",59511.71,0.039703
6,Street Resurfacing Menu (2024),7200-7400 S Vernon Ave,"$117,026.83",117026.83,0.078074
6,Street Speed Hump Menu (2024),600-800 E 69th St,"$9,760.00",9760.0,0.006511
6,Street Speed Hump Menu (2024),0-400 E 72nd St,"$14,640.00",14640.0,0.009767
6,Street Speed Hump Menu (2024),100-800 E 73rd St,"$29,280.00",29280.0,0.019534
6,Street Speed Hump Menu (2024),300-340 E 78th St,"$2,440.00",2440.0,0.001628
6,Street Speed Hump Menu (2024),340-400 E 84th St,"$2,440.00",2440.0,0.001628
6,Street Speed Hump Menu (2024),100-300 E 84th St,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),440-599 E 84th St,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),200-300 E 85th St,"$2,440.00",2440.0,0.001628
6,Street Speed Hump Menu (2024),100-50 E 85th St,"$2,440.00",2440.0,0.001628
6,Street Speed Hump Menu (2024),0-600 E 86th St,"$21,960.00",21960.0,0.014650
6,Street Speed Hump Menu (2024),300-340 E 90th St,"$2,440.00",2440.0,0.001628
6,Street Speed Hump Menu (2024),300-400 E 91st St,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7500-7600 S Calumet Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7800-7900 S Calumet Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8500-8600 S Calumet Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),9400-9500 S Calumet Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7800-7900 S Champlain Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8200-8300 S Champlain Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7500-7600 S Eberhart Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7800-7900 S Eberhart Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7900-8000 S Eberhart Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7400-7500 S Eggleston Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7400-7500 S Evans Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7100-7200 S Indiana Ave,"$4,887.66",4887.66,0.003261
6,Street Speed Hump Menu (2024),7400-7500 S Indiana Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8900-9500 S Indiana Ave,"$26,840.00",26840.0,0.017906
6,Street Speed Hump Menu (2024),7500-7600 S Langley Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7800-7900 S Lowe Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8000-8100 S Michigan Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8400-8700 S Michigan Ave,"$14,640.00",14640.0,0.009767
6,Street Speed Hump Menu (2024),6700-6900 S Normal Ave,"$9,760.00",9760.0,0.006511
6,Street Speed Hump Menu (2024),6900-7100 S Prairie Ave,"$9,760.00",9760.0,0.006511
6,Street Speed Hump Menu (2024),7100-7200 S Prairie Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7700-7800 S Prairie Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8900-9000 S Prairie Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7700-7800 S Rhodes Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7800-7900 S Rhodes Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8300-8400 S Rhodes Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),6300-6700 S Stewart Ave,"$17,080.00",17080.0,0.011395
6,Street Speed Hump Menu (2024),7100-7500 S Stewart Ave,"$19,520.00",19520.0,0.013023
6,Street Speed Hump Menu (2024),6800-6900 S St Lawrence Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8300-8400 S St Lawrence Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),7200-7400 S Vernon Ave,"$9,760.00",9760.0,0.006511
6,Street Speed Hump Menu (2024),7900-8000 S Vernon Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),8400-8700 S Vernon Ave,"$14,640.00",14640.0,0.009767
6,Street Speed Hump Menu (2024),8300-8700 S Wabash Ave,"$19,520.00",19520.0,0.013023
6,Street Speed Hump Menu (2024),6700-6800 S Wabash Ave,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),632-800 W 65th St,"$4,880.00",4880.0,0.003256
6,Street Speed Hump Menu (2024),200-400 W 65th St,"$7,320.00",7320.0,0.004883
7,ADA - Street Resurfacing Menu (2024),2300-2330 E 81st St,"$7,406.94",7406.94,0.004957
7,ADA - Street Resurfacing Menu (2024),1840-2100 E 96th St,"$15,887.13",15887.13,0.010633
7,Alley Apron Menu (2024),9058 S OGLESBY AVE,"$18,568.20",18568.2,0.012427
7,Alley Apron Menu (2024),2430-2500 E 77th St,"$7,631.60",7631.60,0.005108
7,,2443 E 77TH ST,"$7,631.60",7631.60,0.005108
7,,2444 E 77TH ST,"$7,631.60",7631.60,0.005108
7,Alley Speed Hump Menu (2024),E 72ND ST & S CORNELL AVE & S EAST END AVE & E 73RD ST,"$1,450.00",1450.0,0.000970
7,Curb & Gutter Menu (2024),2100-2130 E 93rd St,"$27,522.36",27522.36,0.018420
7,Curb & Gutter Menu (2024),9100-9400 S Merrill Ave,"$95,929.15",95929.15,0.064203
