"year","ward","GEOID_Full","funding_share","total_cost","num_projects","median_income","income_moe","pb_share","pct_under25k","pct_25k_49k","pct_50k_74k","pct_75k_125k","ward_median_income","ward_median_income_10k","income_10k","inc_x_pb","year_f","drop_reason"
2023,1,"170312432001",0.13069,196036,6,NA,NA,0.666666666666667,0.0666235446313066,0.087137312881168,0.0702273147292552,0.159027906117169,138798.478136838,13.8798478136838,NA,NA,"2023","missing_income"
2023,2,"170310810004",0.075055,108613.16,1,NA,NA,0,0.046053888782725,0.059908274412383,0.0585706095929677,0.119434358876362,122682.704595063,12.2682704595063,NA,NA,"2023","missing_income"
2023,2,"170310810005",0.017415,25202.11,1,NA,NA,0,0.046053888782725,0.059908274412383,0.0585706095929677,0.119434358876362,122682.704595063,12.2682704595063,NA,NA,"2023","missing_income"
2023,2,"170310813005",0.029997,43408.43,1,NA,NA,0,0.046053888782725,0.059908274412383,0.0585706095929677,0.119434358876362,122682.704595063,12.2682704595063,NA,NA,"2023","missing_income"
2023,3,"170313806002",0.020539,30807.8,1,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,3,"170313806003",0.030929,46393.47,2,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,3,"170313818002",0.009444,14165.6,2,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,3,"170318360001",3e-04,450,2,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,3,"170318360003",0.038995,58492.31,1,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,3,"170318361002",0.020214,30320.53,1,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,3,"170318396001",0.045158,67736.55,3,NA,NA,0,0.172315849270971,0.146279113804204,0.0941109638326075,0.167771255444045,80435.307700434,8.0435307700434,NA,NA,"2023","missing_income"
2023,4,"170313901001",0.007323,10981.76,4,NA,NA,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,NA,NA,"2023","missing_income"
2023,4,"170318365002",0.034468,51684.34,2,NA,NA,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,NA,NA,"2023","missing_income"
2023,4,"170318390003",0.090698,136001.55,2,NA,NA,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,NA,NA,"2023","missing_income"
2023,4,"170318436001",0.070162,105207.28,3,NA,NA,0,0.169777952446453,0.126547455295736,0.093338573393594,0.161033601886422,77136.9562223212,7.71369562223212,NA,NA,"2023","missing_income"
2023,5,"170314301011",0.225333,338000,1,NA,NA,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,NA,NA,"2023","missing_income"
2023,5,"170314303003",0.010647,15971,1,NA,NA,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,NA,NA,"2023","missing_income"
2023,5,"170318362001",0.135372,203056.76,2,NA,NA,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,NA,NA,"2023","missing_income"
2023,5,"170318439001",0.031438,47157.05,1,NA,NA,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,NA,NA,"2023","missing_income"
2023,5,"170318439002",0.010647,15971,1,NA,NA,0,0.184121817970475,0.157968150645124,0.131814483319772,0.193537138207602,56236.261031694,5.6236261031694,NA,NA,"2023","missing_income"
2023,6,"170314403001",0.02166,32490.4,4,NA,NA,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,NA,NA,"2023","missing_income"
2023,6,"170316909002",0.003253,4880,1,NA,NA,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,NA,NA,"2023","missing_income"
2023,6,"170316910002",0.003253,4880,1,NA,NA,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,NA,NA,"2023","missing_income"
2023,6,"170316914004",0.050555,75833.04,1,NA,NA,0,0.259132774500673,0.249094484114664,0.151919693676912,0.184104315429991,45687.4661917228,4.56874661917228,NA,NA,"2023","missing_income"
2023,7,"170314603022",0.031578,47368.12,2,NA,NA,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,NA,NA,"2023","missing_income"
2023,7,"170314604001",0.14981,224716.27,6,NA,NA,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,NA,NA,"2023","missing_income"
2023,7,"170314604002",0.148427,222639.07,3,NA,NA,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,NA,NA,"2023","missing_income"
2023,7,"170314605002",0.03489,52335.37,2,NA,NA,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,NA,NA,"2023","missing_income"
2023,7,"170314805001",0.032728,49091.49,1,NA,NA,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,NA,NA,"2023","missing_income"
2023,7,"170315102001",0.000333,500,1,NA,NA,0,0.23728813559322,0.236127234734154,0.145112607383329,0.194683074065475,44601.1155515046,4.46011155515046,NA,NA,"2023","missing_income"
2023,8,"170314503001",0.001579,2367.94,1,NA,NA,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,NA,NA,"2023","missing_income"
2023,8,"170314605004",0.041445,62168.88,2,NA,NA,0,0.195139911634757,0.186947717231222,0.178571428571429,0.225239322533137,51803.5715323183,5.18035715323184,NA,NA,"2023","missing_income"
