ward,menu_package,address,cost,cost_numeric,cost_share
13,Street Speed Hump Replacement (2025),6600-6700 S Knox Ave,$0.00,0.0,0.000000
13,Wentworth Park Improvements,5625 S MOBILE AVE,"$50,000.00",50000.0,0.033334
14,Alley Apron Menu (2025),2957 W 53RD ST,"$29,378.11",29378.11,0.019849
14,Alley Apron Menu (2025),3143 W 54TH PL,"$17,036.61",17036.61,0.011511
14,Alley Apron Menu (2025),3355 W 65TH PL,"$22,859.80",22859.8,0.015445
14,Alley Apron Menu (2025),5400 S FRANCISCO AVE,"$28,029.63",28029.63,0.018938
14,Alley Resurfacing Menu (2025),S FRANCISCO AVE & W 53RD ST & W 54TH ST & S MOZART ST,"$42,668.94",42668.94,0.028829
14,Alley Resurfacing Menu (2025),S KEDZIE AVE & W 56TH ST & S SAWYER AVE & W 55TH ST,"$5,267.38",5267.38,0.003559
14,,5543-5559 S SAWYER AVE,"$5,267.38",5267.38,0.003559
14,Alley Resurfacing Menu (2025),W 51ST ST & S WASHTENAW AVE & S FAIRFIELD AVE & W 52ND ST,"$56,029.91",56029.91,0.037857
14,Alley Resurfacing Menu (2025),W 52ND ST & S FAIRFIELD AVE & S CALIFORNIA AVE & W 53RD ST,"$5,790.45",5790.45,0.003912
14,Alley Resurfacing Menu (2025),W 53RD ST & S FAIRFIELD AVE & S CALIFORNIA AVE & W 54TH ST,"$47,689.10",47689.1,0.032221
14,Alley Speed Hump Menu (2025),W 53RD ST & S FAIRFIELD AVE & S CALIFORNIA AVE & W 54TH ST,$0.00,0.0,0.000000
14,Alley Speed Hump Replacement (2025),S FRANCISCO AVE & W 53RD ST & W 54TH ST & S MOZART ST,$0.00,0.0,0.000000
14,Alley Speed Hump Replacement (2025),S KEDZIE AVE & W 56TH ST & S SAWYER AVE & W 55TH ST,$0.00,0.00,0.000000
14,,5558 S KEDZIE AVE,$0.00,0.00,0.000000
14,Alley Speed Hump Replacement (2025),W 51ST ST & S WASHTENAW AVE & S FAIRFIELD AVE & W 52ND ST,$0.00,0.0,0.000000
14,Curb & Gutter Menu (2025),5084 S ARCHER AVE,"$1,086.40",1086.4,0.000734
14,Curb & Gutter Menu (2025),5640 S SPAULDING AVE,"$3,015.97",3015.97,0.002038
14,Diagonal Parking Menu (2025),5443-5500 S Homan Ave,"$44,249.62",44249.62,0.029897
14,Miscellaneous CDOT Projects (2025),5426 S ST LOUIS AVE,$660.00,660.0,0.000446
14,Sidewalk Menu (2025),3301 W 65TH ST,"$9,118.77",9118.77,0.006161
14,Sidewalk Menu (2025),3401 W 60TH ST,"$13,416.43",13416.43,0.009065
14,Sidewalk Menu (2025),3402-3410 W 60TH PL,"$17,278.37",17278.37,0.011674
14,Sidewalk Menu (2025),3432-3436 W 62ND ST,"$6,815.96",6815.96,0.004605
14,Sidewalk Menu (2025),3441 W 60TH PL,"$7,189.43",7189.43,0.004858
14,Sidewalk Menu (2025),3456 W 65TH ST,"$14,852.72",14852.72,0.010035
14,Sidewalk Menu (2025),4317-4325 S KEDVALE AVE,"$9,260.05",9260.05,0.006257
14,Sidewalk Menu (2025),4518 S AVERS AVE,"$7,456.38",7456.38,0.005038
14,Sidewalk Menu (2025),4536 S KOMENSKY AVE,"$6,773.77",6773.77,0.004577
14,Sidewalk Menu (2025),4701 S RIDGEWAY AVE,"$10,115.53",10115.53,0.006835
14,Sidewalk Menu (2025),5201 S ALBANY AVE,"$7,359.48",7359.48,0.004972
14,Sidewalk Menu (2025),5257 S TRUMBULL AVE,"$14,803.09",14803.09,0.010002
14,Sidewalk Menu (2025),5401 S FRANCISCO AVE,"$5,872.38",5872.38,0.003968
14,Sidewalk Menu (2025),5412 S CHRISTIANA AVE,"$12,234.55",12234.55,0.008266
14,Sidewalk Menu (2025),5703-5707 S SAWYER AVE,"$6,688.28",6688.28,0.004519
14,Sidewalk Menu (2025),5725 S SAWYER AVE,"$6,306.23",6306.23,0.004261
14,Sidewalk Menu (2025),5808 S TRUMBULL AVE,"$3,980.53",3980.53,0.002689
14,Sidewalk Menu (2025),5859 S WHIPPLE ST,"$14,531.13",14531.13,0.009818
14,Sidewalk Menu (2025),5915-5923 S KEDZIE AVE,"$113,427.36",113427.36,0.076637
14,Sidewalk Menu (2025),5919 S SPAULDING AVE,"$4,469.37",4469.37,0.003020
14,Sidewalk Menu (2025),5958 S SAWYER AVE,"$7,762.69",7762.69,0.005245
14,Sidewalk Menu (2025),6542-6544 S TROY ST,"$4,123.55",4123.55,0.002786
14,Sidewalk Menu (2025),S SAWYER AVE & W 60TH ST,"$3,206.78",3206.78,0.002167
14,Street Resurfacing Menu (2025),5700-5800 S Homan Ave,"$60,721.77",60721.77,0.041027
14,Street Resurfacing Menu (2025),5000-5050 S Keeler Ave,"$37,286.57",37286.57,0.025193
14,Street Resurfacing Menu (2025),5200-5300 S Maplewood Ave,"$58,712.93",58712.93,0.039670
14,Street Resurfacing Menu (2025),4700-4832 S Whipple St,"$90,251.10",90251.1,0.060978
14,Street Resurfacing Menu (2025),4130-4200 W 49th St,"$46,929.78",46929.78,0.031708
14,Street Resurfacing Menu (2025),3500-3600 W 57th Pl,"$62,432.90",62432.9,0.042183
14,Street Resurfacing Menu (2025),3400-3430 W 58th St,"$25,446.73",25446.73,0.017193
14,Street Resurfacing Menu (2025),3430-3600 W 58th St,"$105,059.95",105059.95,0.070984
14,Street Resurfacing Menu (2025),3600-3400 W 60th Pl,"$120,501.84",120501.84,0.081417
14,Street Resurfacing Menu (2025),3400-3500 W 60th St,"$65,616.71",65616.71,0.044334
14,Street Resurfacing Menu (2025),3500-3600 W 61st Pl,"$53,958.78",53958.78,0.036457
14,Street Resurfacing Menu (2025),3500-3400 W 61st Pl,"$58,566.13",58566.13,0.039570
14,Street Resurfacing Menu (2025),3400-3500 W 62nd Pl,"$56,534.46",56534.46,0.038198
14,Street Speed Hump Menu (2025),5200-5300 S Maplewood Ave,"$4,880.00",4880.0,0.003297
14,Street Speed Hump Menu (2025),5700-6000 S St Louis Ave,"$12,200.00",12200.0,0.008243
14,Street Speed Hump Menu (2025),3330-3300 W 58th St,"$2,440.00",2440.0,0.001649
14,Street Speed Hump Menu (2025),3430-3500 W 58th St,"$2,440.00",2440.0,0.001649
14,Street Speed Hump Replacement (2025),5700-5800 S Homan Ave,$0.00,0.0,0.000000
14,Street Speed Hump Replacement (2025),3430-3600 W 58th St,$0.00,0.0,0.000000
14,Street Speed Hump Replacement (2025),3600-3400 W 60th Pl,$0.00,0.0,0.000000
14,Street Speed Hump Replacement (2025),3400-3500 W 60th St,$0.00,0.0,0.000000
15,Alley Resurfacing Menu (2025),S SACRAMENTO AVE & W 66TH ST & W MARQUETTE RD & S WHIPPLE ST,"$28,372.23",28372.23,0.019371
15,Alley Resurfacing Menu (2025),W 43RD ST & S ASHLAND AVE & S MARSHFIELD AVE & W 44TH ST,"$48,863.33",48863.33,0.033361
15,Alley Resurfacing Menu (2025),W 44TH ST & S NORMAL AVE & S WALLACE ST & W 44TH PL,"$42,870.95",42870.95,0.029270
15,Alley Resurfacing Menu (2025),W 45TH PL & S NORMAL AVE & S WALLACE ST & W 46TH ST,"$28,487.94",28487.94,0.019450
15,Alley Resurfacing Menu (2025),W 47TH ST & S DAMEN AVE & S SEELEY AVE & W 48TH ST,"$42,885.25",42885.25,0.029280
15,Alley Resurfacing Menu (2025),W 47TH ST & S HONORE ST & S WOLCOTT AVE & W 48TH ST,"$26,371.25",26371.25,0.018005
15,,1841 W 47TH ST,"$26,371.25",26371.25,0.018005
15,Alley Resurfacing Menu (2025),W 50TH PL & S OAKLEY AVE & S WESTERN BLVD & W 51ST ST,"$29,726.28",29726.28,0.020295
15,Alley Resurfacing Menu (2025),W 54TH ST & S MAPLEWOOD AVE & S ROCKWELL ST & W 55TH ST,"$47,888.79",47888.79,0.032696
15,Alley Resurfacing Menu (2025),W 62ND ST & S WHIPPLE ST & S ALBANY AVE & W 63RD ST,"$40,769.72",40769.72,0.027835
15,Alley Resurfacing Menu (2025),W 64TH ST & S ALBANY AVE & S TROY ST & W 65TH ST,"$35,041.17",35041.17,0.023924
15,Alley Resurfacing Menu (2025),W 64TH ST & S CALIFORNIA AVE & S MOZART ST & W 65TH ST,"$36,227.35",36227.35,0.024734
15,Alley Resurfacing Menu (2025),W 64TH ST & S MOZART ST & S FRANCISCO AVE & W 65TH ST,"$34,979.37",34979.37,0.023882
15,Alley Resurfacing Menu (2025),W 66TH ST & S ALBANY AVE & S TROY ST & W MARQUETTE RD,"$27,451.61",27451.61,0.018742
15,Alley Speed Hump Menu (2025),S SACRAMENTO AVE & W 66TH ST & W MARQUETTE RD & S WHIPPLE ST,$0.00,0.0,0.000000
15,Alley Speed Hump Menu (2025),S WESTERN AVE & W 46TH PL & W 46TH ST & S ROCKWELL ST,"$5,800.00",5800.0,0.003960
15,Alley Speed Hump Menu (2025),S WOLCOTT AVE & W 65TH ST & W 66TH ST & S HONORE ST,"$1,450.00",1450.0,0.000990
15,Alley Speed Hump Menu (2025),W 55TH ST & S WASHTENAW AVE & S FAIRFIELD AVE & W 56TH ST,"$2,175.00",2175.0,0.001485
15,Alley Speed Hump Menu (2025),W 56TH ST & S ARTESIAN AVE & S CAMPBELL AVE & W 57TH ST,"$2,175.00",2175.0,0.001485
15,Alley Speed Hump Menu (2025),W 58TH ST & S CALIFORNIA AVE & S FAIRFIELD AVE & W 59TH ST,"$2,900.00",2900.0,0.001980
15,Alley Speed Hump Replacement (2025),W 43RD ST & S ASHLAND AVE & S MARSHFIELD AVE & W 44TH ST,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 44TH ST & S NORMAL AVE & S WALLACE ST & W 44TH PL,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 45TH PL & S NORMAL AVE & S WALLACE ST & W 46TH ST,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 47TH ST & S DAMEN AVE & S SEELEY AVE & W 48TH ST,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 47TH ST & S HONORE ST & S WOLCOTT AVE & W 48TH ST,$0.00,0.00,0.000000
15,,1841 W 47TH ST,$0.00,0.00,0.000000
15,Alley Speed Hump Replacement (2025),W 54TH ST & S MAPLEWOOD AVE & S ROCKWELL ST & W 55TH ST,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 62ND ST & S WHIPPLE ST & S ALBANY AVE & W 63RD ST,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 64TH ST & S CALIFORNIA AVE & S MOZART ST & W 65TH ST,$0.00,0.0,0.000000
15,Alley Speed Hump Replacement (2025),W 66TH ST & S ALBANY AVE & S TROY ST & W MARQUETTE RD,$0.00,0.0,0.000000
15,Bollard Menu (2025),2501 W 54TH ST,"$2,833.58",2833.58,0.001935
15,Bollard Menu (2025),4501 S WALLACE ST,"$1,455.73",1455.73,0.000994
15,Sidewalk Menu (2025),2834 W 57TH ST,"$33,102.09",33102.09,0.022600
15,Sidewalk Menu (2025),5640 S SEELEY AVE,"$3,393.26",3393.26,0.002317
15,Sidewalk Menu (2025),5654 S WASHTENAW AVE,"$11,379.86",11379.86,0.007770
15,Sidewalk Menu (2025),5658 S CAMPBELL AVE,"$14,946.01",14946.01,0.010204
15,Sidewalk Menu (2025),5700 S MOZART ST,"$18,393.30",18393.3,0.012558
15,Sidewalk Menu (2025),5920 S HERMITAGE AVE,"$4,818.26",4818.26,0.003290
15,Sidewalk Menu (2025),6345 S HERMITAGE AVE,"$4,617.29",4617.29,0.003152
15,Sidewalk Menu (2025),6427 S SACRAMENTO AVE,"$8,939.13",8939.13,0.006103
15,Street Bump Outs Menu (2025),W 49TH ST & S HALSTED ST,"$26,831.75",26831.75,0.018319
15,Street Light Residential Staggered Piggy Back Menu (2025),6500-6700 S Mozart St,"$370,000.00",370000.0,0.252615
15,Street Light Upgrade Menu (2025),5023 S HOYNE AVE,$500.00,500.0,0.000341
15,Street Light Upgrade Menu (2025),5702 S DAMEN AVE,$500.00,500.00,0.000341
15,,5715 S DAMEN AVE,$500.00,500.00,0.000341
15,,5740 S DAMEN AVE,$500.00,500.00,0.000341
15,Street Light Upgrade Menu (2025),5816 S HONORE ST,$500.00,500.0,0.000341
15,Street Light Upgrade Menu (2025),W 51ST ST & S CENTRAL PARK AVE & S WESTERN AVE & W 73RD ST,"$178,555.35",178555.35,0.121908
15,Street Resurfacing Menu (2025),5700-5900 S Francisco Ave,"$118,325.11",118325.11,0.080786
15,Street Resurfacing Menu (2025),2600-2700 W 56th St,"$74,756.14",74756.14,0.051039
15,Street Resurfacing Menu (2025),2700-2730 W 57th St,"$26,940.08",26940.08,0.018393
15,Street Resurfacing Menu (2025),3000-3030 W 64th St,"$23,957.35",23957.35,0.016357
15,Street Speed Hump Menu (2025),5400-5500 S Artesian Ave,"$2,440.00",2440.0,0.001666
15,Street Speed Hump Menu (2025),5500-5700 S Fairfield Ave,"$4,880.00",4880.0,0.003332
15,Street Speed Hump Menu (2025),5800-5900 S Fairfield Ave,"$4,880.00",4880.0,0.003332
15,Street Speed Hump Menu (2025),6400-6500 S Hermitage Ave,$962.19,962.19,0.000657
15,Street Speed Hump Menu (2025),5000-5100 S Maplewood Ave,"$4,880.00",4880.0,0.003332
15,Street Speed Hump Menu (2025),6100-6200 S Richmond St,"$4,880.00",4880.0,0.003332
15,Street Speed Hump Menu (2025),5500-5600 S Talman Ave,"$4,880.00",4880.0,0.003332
15,Street Speed Hump Menu (2025),6000-6100 S Whipple St,$162.32,162.32,0.000111
15,,6000 S WHIPPLE ST,$162.32,162.32,0.000111
15,Street Speed Hump Replacement (2025),5700-5900 S Francisco Ave,$0.00,0.0,0.000000
15,Street Speed Hump Replacement (2025),2600-2700 W 56th St,$0.00,0.0,0.000000
16,Alley Resurfacing Menu (2025),5414 S HONORE ST,"$26,774.12",26774.12,0.020777
16,,W 54TH ST & S HONORE ST & S WOLCOTT AVE & W GARFIELD BLVD,"$26,774.12",26774.12,0.020777
16,Alley Resurfacing Menu (2025),S HALSTED ST & W 59TH ST & W 60TH ST & S GREEN ST,"$54,598.85",54598.85,0.042369
16,Alley Resurfacing Menu (2025),S HOYNE AVE & W 66TH ST & W MARQUETTE RD & S SEELEY AVE,"$38,052.80",38052.8,0.029529
16,Alley Resurfacing Menu (2025),S ROCKWELL ST & W 60TH ST & W 61ST ST & S TALMAN AVE,"$57,665.67",57665.67,0.044749
16,Alley Resurfacing Menu (2025),S WOLCOTT AVE & W 52ND ST & W 53RD ST & S WINCHESTER AVE,"$32,754.53",32754.53,0.025418
16,Alley Resurfacing Menu (2025),W 51ST ST & S WINCHESTER AVE & S DAMEN AVE & W 52ND ST,"$20,144.81",20144.81,0.015632
16,,1935-1953 W 51ST ST,"$20,144.81",20144.81,0.015632
16,Alley Resurfacing Menu (2025),W 51ST ST & S WOLCOTT AVE & S WINCHESTER AVE & W 52ND ST,"$39,954.35",39954.35,0.031005
16,Alley Resurfacing Menu (2025),W 56TH ST & S ADA ST & S LOOMIS BLVD & W 57TH ST,"$47,615.34",47615.34,0.036950
16,Alley Resurfacing Menu (2025),W 61ST ST & S LOOMIS BLVD & S ADA ST & W 62ND ST,"$35,980.15",35980.15,0.027921
16,Alley Resurfacing Menu (2025),W 63RD ST & S CAMPBELL AVE & S ARTESIAN AVE & W 64TH ST,"$32,305.31",32305.31,0.025069
16,Alley Resurfacing Menu (2025),W 63RD ST & S CLAREMONT AVE & S WESTERN AVE & W 64TH ST,"$38,903.73",38903.73,0.030189
16,Alley Resurfacing Menu (2025),W 66TH ST & S ARTESIAN AVE & S CAMPBELL AVE & W MARQUETTE RD,"$34,634.81",34634.81,0.026877
16,Alley Resurfacing Menu (2025),W 66TH ST & S WASHTENAW AVE & S TALMAN AVE & W MARQUETTE RD,"$35,858.86",35858.86,0.027826
16,Alley Resurfacing Menu (2025),W 68TH ST & S CAMPBELL AVE & S MAPLEWOOD AVE & W LITHUANIAN PLAZA CT,"$32,645.21",32645.21,0.025333
16,Alley Speed Hump Replacement (2025),S ROCKWELL ST & W 60TH ST & W 61ST ST & S TALMAN AVE,$0.00,0.0,0.000000
16,Alley Speed Hump Replacement (2025),W 51ST ST & S WINCHESTER AVE & S DAMEN AVE & W 52ND ST,$0.00,0.00,0.000000
16,,1935-1953 W 51ST ST,$0.00,0.00,0.000000
16,Alley Speed Hump Replacement (2025),W 61ST ST & S LOOMIS BLVD & S ADA ST & W 62ND ST,$0.00,0.0,0.000000
16,Alley Speed Hump Replacement (2025),W 66TH ST & S ARTESIAN AVE & S CAMPBELL AVE & W MARQUETTE RD,$0.00,0.0,0.000000
16,Arterial Street Bump Outs Menu (2025),S RACINE AVE & W 69TH ST,"$83,591.64",83591.64,0.064867
16,Miscellaneous CDOT Projects (2025),6241 S LOOMIS BLVD,$369.82,369.82,0.000287
16,Sidewalk Menu (2025),5200 S LAFLIN ST,"$16,692.02",16692.02,0.012953
16,Sidewalk Menu (2025),5400 S WINCHESTER AVE,"$16,776.13",16776.13,0.013018
16,Sidewalk Menu (2025),6001 S TALMAN AVE,"$18,090.31",18090.31,0.014038
16,Sidewalk Menu (2025),6354 S TALMAN AVE,"$5,350.26",5350.26,0.004152
16,Street Light Upgrade Menu (2025),2015-2017 W 51ST ST,$500.00,500.0,0.000388
16,Street Resurfacing Menu (2025),6100-6400 S Ada St,"$170,207.02",170207.02,0.132081
16,Street Resurfacing Menu (2025),5400-5500 S Honore St,"$59,518.03",59518.03,0.046186
16,Street Resurfacing Menu (2025),5100-5200 S Justine St,"$55,489.46",55489.46,0.043060
16,Street Resurfacing Menu (2025),6300-6500 S Maplewood Ave,"$103,968.60",103968.6,0.080680
16,Street Resurfacing Menu (2025),6000-6100 S Marshfield Ave,"$46,841.52",46841.52,0.036349
16,Street Resurfacing Menu (2025),5500-5600 S Marshfield Ave,"$41,621.98",41621.98,0.032299
16,Street Resurfacing Menu (2025),700-800 W 60th Pl,"$65,555.04",65555.04,0.050871
16,Street Speed Hump Menu (2025),6600-6700 S Hoyne Ave,"$4,880.00",4880.0,0.003787
16,Street Speed Hump Menu (2025),5100-5200 S Justine St,"$4,880.00",4880.0,0.003787
16,Street Speed Hump Menu (2025),6700-6900 S May St,"$9,760.00",9760.0,0.007574
16,Street Speed Hump Menu (2025),6500-6600 S Morgan St,"$4,880.00",4880.0,0.003787
16,Street Speed Hump Menu (2025),2151-2000 W 53rd Pl,"$4,880.00",4880.0,0.003787
16,Street Speed Hump Replacement (2025),6100-6400 S Ada St,$0.00,0.0,0.000000
16,Street Speed Hump Replacement (2025),5400-5500 S Honore St,$0.00,0.0,0.000000
16,Street Speed Hump Replacement (2025),6300-6500 S Maplewood Ave,$0.00,0.0,0.000000
16,Street Speed Hump Replacement (2025),6000-6100 S Marshfield Ave,$0.00,0.0,0.000000
16,Street Speed Hump Replacement (2025),700-800 W 60th Pl,$0.00,0.0,0.000000
17,Alley Resurfacing Menu (2025),S WESTERN AVE & W 70TH ST & W 71ST ST & S ARTESIAN AVE,"$10,062.37",10062.37,0.006864
17,Alley Resurfacing Menu (2025),W 70TH ST & S HOYNE AVE & S HAMILTON AVE & W 70TH PL,"$21,860.94",21860.94,0.014913
17,Curb & Gutter Menu (2025),1818 W 78TH ST,"$31,825.68",31825.68,0.021710
17,Curb & Gutter Menu (2025),1230-1400 W 84th St,"$8,036.59",8036.59,0.005482
17,Miscellaneous CDOT Projects (2025),6944-6948 S BELL AVE,$300.00,300.0,0.000205
17,Miscellaneous CDOT Projects (2025),732 W 79TH ST,$415.32,415.32,0.000283
17,,8140 S RACINE AVE,$415.32,415.32,0.000283
17,,7751 S EMERALD AVE,$415.32,415.32,0.000283
17,Sidewalk Menu (2025),2139-2141 W 72ND ST,"$9,366.79",9366.79,0.006390
17,Sidewalk Menu (2025),450 W WINNECONNA PKWY,"$28,138.19",28138.19,0.019195
17,Sidewalk Menu (2025),6904 S TALMAN AVE,"$16,732.93",16732.93,0.011415
17,Sidewalk Menu (2025),6958 S FAIRFIELD AVE,"$24,433.61",24433.61,0.016668
17,Sidewalk Menu (2025),7700 S ABERDEEN ST,"$160,785.79",160785.79,0.109682
17,Sidewalk Menu (2025),8100 S MORGAN ST,$583.53,583.53,0.000398
17,Sidewalk Menu (2025),8156 S MAY ST,"$34,079.60",34079.6,0.023248
17,Street Light Upgrade Menu (2025),2100 W 72ND ST,"$3,700.00",3700.0,0.002524
17,Street Resurfacing Menu (2025),8600-8700 S Elizabeth St,"$53,952.97",53952.97,0.036805
17,Street Resurfacing Menu (2025),7400-7600 S Emerald Ave,"$100,254.73",100254.73,0.068390
17,Street Resurfacing Menu (2025),6800-6900 S Hermitage Ave,"$56,068.48",56068.48,0.038248
17,Street Resurfacing Menu (2025),7200-7300 S Hermitage Ave,"$56,417.02",56417.02,0.038486
17,Street Resurfacing Menu (2025),6900-7100 S Laflin St,"$113,068.92",113068.92,0.077131
17,Street Resurfacing Menu (2025),7200-7300 S Paulina St,"$53,489.03",53489.03,0.036488
17,Street Resurfacing Menu (2025),8100-8200 S Paulina St,"$53,964.41",53964.41,0.036812
17,Street Resurfacing Menu (2025),7200-7300 S Spaulding Ave,"$53,434.29",53434.29,0.036451
17,Street Resurfacing Menu (2025),7000-7100 S Throop St,"$60,193.30",60193.3,0.041062
17,Street Resurfacing Menu (2025),6700-6800 S Throop St,"$67,740.58",67740.58,0.046210
17,Street Resurfacing Menu (2025),7800-7900 S Union Ave,"$55,683.03",55683.03,0.037985
17,Street Resurfacing Menu (2025),7600-7900 S Wallace St,"$126,199.23",126199.23,0.086088
17,Street Resurfacing Menu (2025),1700-2000 W 72nd St,"$259,429.30",259429.3,0.176973
17,Street Speed Hump Menu (2025),7800-7900 S Union Ave,"$4,880.00",4880.0,0.003329
17,Street Speed Hump Replacement (2025),7000-7100 S Throop St,$0.00,0.0,0.000000
17,Street Speed Hump Replacement (2025),6700-6800 S Throop St,$0.00,0.0,0.000000
17,Street Speed Hump Replacement (2025),1700-2000 W 72nd St,$0.00,0.0,0.000000
18,Curb & Gutter Menu (2025),8055 S TALMAN AVE,"$7,220.05",7220.05,0.004814
18,Miscellaneous CDOT Projects (2025),1701 W 87TH ST,$660.00,660.0,0.000440
18,Sidewalk Menu (2025),3642 W 80TH ST,"$4,664.73",4664.73,0.003110
18,Sidewalk Menu (2025),3757 W 82ND PL,"$29,993.96",29993.96,0.019999
18,Sidewalk Menu (2025),3828 W 77TH PL,"$11,970.14",11970.14,0.007981
18,Sidewalk Menu (2025),3845 W 82ND ST,"$8,239.66",8239.66,0.005494
18,Sidewalk Menu (2025),3939 W 85TH PL,"$6,329.21",6329.21,0.004220
18,Sidewalk Menu (2025),8100-8200 S Christiana Ave,"$60,180.80",60180.8,0.040126
18,Sidewalk Menu (2025),7600-7810 S Hamilton Ave,"$25,525.37",25525.37,0.017019
18,Sidewalk Menu (2025),3600-3700 W 79th Pl,"$160,940.80",160940.8,0.107307
18,Street Cul-de-Sac Menu (2025),S KILBOURN AVE & W 87TH ST,"$22,476.12",22476.12,0.014986
18,,8642 S KILBOURN AVE,"$22,476.12",22476.12,0.014986
18,Street Resurfacing Menu (2025),8425-8400 S Hamilton Ave,"$41,683.49",41683.49,0.027793
18,Street Resurfacing Menu (2025),8500-8700 S Kildare Ave,"$110,510.99",110510.99,0.073683
18,Street Resurfacing Menu (2025),8500-8600 S Kolmar Ave,"$53,904.04",53904.04,0.035941
18,Street Resurfacing Menu (2025),8500-8600 S Kostner Ave,"$54,189.68",54189.68,0.036131
18,Street Resurfacing Menu (2025),8800-8900 S Paulina St,"$71,825.64",71825.64,0.047890
18,Street Resurfacing Menu (2025),8630-8700 S Springfield Ave,"$24,278.21",24278.21,0.016188
18,Street Resurfacing Menu (2025),7900-8000 S Talman Ave,"$59,369.98",59369.98,0.039585
18,Street Resurfacing Menu (2025),7200-7300 S Troy St,"$54,223.02",54223.02,0.036153
18,Street Resurfacing Menu (2025),7800-7900 S Trumbull Ave,"$50,619.78",50619.78,0.033751
18,Street Resurfacing Menu (2025),8200-8300 S Washtenaw Ave,"$57,415.25",57415.25,0.038282
18,Street Resurfacing Menu (2025),7900-8000 S Whipple St,"$54,344.43",54344.43,0.036234
18,Street Resurfacing Menu (2025),3750-3800 W 77th Pl,"$45,256.40",45256.4,0.030175
18,Street Resurfacing Menu (2025),2300-2400 W 79th Pl,"$50,846.68",50846.68,0.033902
18,Street Resurfacing Menu (2025),2300-2400 W 80th Pl,"$53,870.70",53870.7,0.035918
18,Street Resurfacing Menu (2025),2216-2300 W 81st St,"$38,431.59",38431.59,0.025624
18,Street Resurfacing Menu (2025),2900-2930 W 82nd St,"$29,086.89",29086.89,0.019394
18,Street Resurfacing Menu (2025),2600-2700 W 83rd Pl,"$66,373.40",66373.4,0.044255
18,Street Resurfacing Menu (2025),3030-3100 W 83rd Pl,"$19,962.26",19962.26,0.013310
18,Street Resurfacing Menu (2025),3400-3500 W 84th Pl,"$53,434.29",53434.29,0.035627
18,Street Resurfacing Menu (2025),2900-2960 W 86th Pl,"$59,893.24",59893.24,0.039934
18,Street Resurfacing Menu (2025),2900-2960 W 86th St,"$57,892.96",57892.96,0.038600
18,Street Speed Hump Menu (2025),7920-8040 S Keeler Ave,"$4,880.00",4880.0,0.003254
18,Street Speed Hump Menu (2025),8400-8500 S Lawndale Ave,"$4,880.00",4880.0,0.003254
18,Street Speed Hump Menu (2025),8530-8700 S Lawndale Ave,"$9,760.00",9760.0,0.006507
18,Street Speed Hump Menu (2025),7200-7300 S Rockwell St,"$4,880.00",4880.0,0.003254
18,Street Speed Hump Menu (2025),8100-8200 S Talman Ave,"$4,880.00",4880.0,0.003254
18,Street Speed Hump Menu (2025),3900-4000 W 77th St,"$2,440.00",2440.0,0.001627
18,Street Speed Hump Replacement (2025),2600-2700 W 83rd Pl,$0.00,0.0,0.000000
19,Bollard Menu (2025),S MALTA ST & W 100TH PL,"$1,923.73",1923.73,0.001290
19,Miscellaneous CDOT Projects (2025),9243 S BELL AVE,$660.00,660.0,0.000443
19,Street Bump Outs Menu (2025),S WALDEN PKWY & W 101ST ST,"$3,452.27",3452.27,0.002315
19,Street Resurfacing Menu (2025),2500-2600 E 110th St,"$57,246.91",57246.91,0.038392
19,Street Resurfacing Menu (2025),2300-2400 E 114th St,"$45,366.75",45366.75,0.030425
19,Street Resurfacing Menu (2025),10500-10600 S Campbell Ave,"$56,426.87",56426.87,0.037842
19,Street Resurfacing Menu (2025),11630-11700 S Central Park Ave,"$53,439.73",53439.73,0.035839
19,Street Resurfacing Menu (2025),10000-10300 S Charles St,"$165,328.03",165328.03,0.110876
19,Street Resurfacing Menu (2025),11300-11400 S Church St,"$52,083.75",52083.75,0.034930
19,Street Resurfacing Menu (2025),8930-9000 S Claremont Ave,"$26,863.94",26863.94,0.018016
19,Street Resurfacing Menu (2025),9435-9400 S Claremont Ave,"$34,086.38",34086.38,0.022860
19,Street Resurfacing Menu (2025),10900-11000 S Drake Ave,"$63,533.96",63533.96,0.042609
19,Street Resurfacing Menu (2025),10300-10400 S Hamilton Ave,"$44,567.72",44567.72,0.029889
19,Street Resurfacing Menu (2025),11040-11100 S Hoyne Ave,"$19,230.47",19230.47,0.012897
19,Street Resurfacing Menu (2025),10930-11040 S Hoyne Ave,"$33,205.53",33205.53,0.022269
19,Street Resurfacing Menu (2025),11100-11200 S Maplewood Ave,"$69,229.95",69229.95,0.046429
19,Street Resurfacing Menu (2025),10000-10100 S Oakley Ave,"$22,137.06",22137.06,0.014846
19,Street Resurfacing Menu (2025),9700-9800 S Oakley Ave,"$56,244.84",56244.84,0.037720
19,Street Resurfacing Menu (2025),9900-10000 S Prospect Ave,"$68,574.82",68574.82,0.045989
