ward,menu_package,address,cost,cost_numeric
13,Sidewalk Menu (2025),4543 W 64TH ST,"$8,987.81",8987.81
13,Sidewalk Menu (2025),5111 W 63RD PL,"$2,204.16",2204.16
13,Sidewalk Menu (2025),5524 S KARLOV AVE,"$3,993.19",3993.19
13,Sidewalk Menu (2025),5531 S NEW ENGLAND AVE; 5549 S NEW ENGLAND AVE,"$7,299.99",7299.99
13,Sidewalk Menu (2025),5540 S MERRIMAC AVE,"$15,557.44",15557.44
13,Sidewalk Menu (2025),5544 S RUTHERFORD AVE,"$8,696.24",8696.24
13,Sidewalk Menu (2025),5550 S NEWLAND AVE,"$3,202.89",3202.89
13,Sidewalk Menu (2025),5550 S TRIPP AVE,$832.22,832.22
13,Sidewalk Menu (2025),5600 S NASHVILLE AVE,"$10,657.32",10657.32
13,Sidewalk Menu (2025),5601 S MOODY AVE; 5616 S MOODY AVE,"$2,615.82",2615.82
13,Sidewalk Menu (2025),5604 S SAYRE AVE,"$6,551.67",6551.67
13,Sidewalk Menu (2025),5612 S MASON AVE,"$8,168.35",8168.35
13,Sidewalk Menu (2025),5616 S MEADE AVE; 5643 S MEADE AVE,"$19,107.63",19107.63
13,Sidewalk Menu (2025),5633 S NATOMA AVE; 5649 S NATOMA AVE,"$14,231.10",14231.1
13,Sidewalk Menu (2025),5658 S NOTTINGHAM AVE,"$15,938.51",15938.51
13,Sidewalk Menu (2025),5700 W 63RD PL,"$2,955.39",2955.39
13,Sidewalk Menu (2025),5713 S MOODY AVE; 5736 S MOODY AVE,"$14,712.74",14712.74
13,Sidewalk Menu (2025),5724 S MERRIMAC AVE,"$3,064.34",3064.34
13,Sidewalk Menu (2025),5729 S NORDICA AVE,"$1,847.12",1847.12
13,Sidewalk Menu (2025),5738 S OAK PARK AVE,"$1,543.68",1543.68
13,Sidewalk Menu (2025),5746 W 59TH ST; 5754 W 59TH ST,"$17,431.92",17431.92
13,Sidewalk Menu (2025),5751 S NASHVILLE AVE,"$2,945.93",2945.93
13,Sidewalk Menu (2025),5755 W 55TH ST,"$3,557.88",3557.88
13,Sidewalk Menu (2025),5759 W 63RD PL,"$15,376.17",15376.17
13,Sidewalk Menu (2025),5805 S NORDICA AVE,"$2,931.18",2931.18
13,Sidewalk Menu (2025),5818 S MERRIMAC AVE,"$4,029.58",4029.58
13,Sidewalk Menu (2025),5818 S NEWLAND AVE,"$13,111.42",13111.42
13,Sidewalk Menu (2025),5819 S AUSTIN AVE,"$3,767.03",3767.03
13,Sidewalk Menu (2025),5842 S NATCHEZ AVE,$672.54,672.54
13,Sidewalk Menu (2025),5915 S MOODY AVE,"$4,193.01",4193.01
13,Sidewalk Menu (2025),5920 S MOBILE AVE; 5914-5922 S MOBILE AVE,"$11,882.48",11882.48
13,Sidewalk Menu (2025),5924 S KEELER AVE,"$5,469.96",5469.96
13,Sidewalk Menu (2025),5949 S NATOMA AVE,"$4,697.04",4697.04
13,Sidewalk Menu (2025),6005 S NORMANDY AVE,"$5,978.72",5978.72
13,Sidewalk Menu (2025),6012 S MASON AVE,"$5,767.47",5767.47
13,Sidewalk Menu (2025),6027 S TRIPP AVE; 6022 S TRIPP AVE,"$20,842.12",20842.12
13,Sidewalk Menu (2025),6034 S MULLIGAN AVE; 6024 S MULLIGAN AVE,"$19,216.17",19216.17
13,Sidewalk Menu (2025),6036 S NATOMA AVE; 6042 S NATOMA AVE; 6050 S NATOMA AVE,"$38,593.29",38593.29
13,Sidewalk Menu (2025),6046 S KILPATRICK AVE,"$6,656.06",6656.06
13,Sidewalk Menu (2025),6046 S MAYFIELD AVE,"$5,335.29",5335.29
13,Sidewalk Menu (2025),6105 S KEELER AVE,"$3,277.37",3277.37
13,Sidewalk Menu (2025),6108 S RUTHERFORD AVE; 6144 S RUTHERFORD AVE,"$4,963.35",4963.35
13,Sidewalk Menu (2025),6113 S NAGLE AVE,"$4,420.84",4420.84
13,Sidewalk Menu (2025),6126 S TRIPP AVE,"$3,935.94",3935.94
13,Sidewalk Menu (2025),6134 S KEELER AVE,$620.89,620.89
13,Sidewalk Menu (2025),6138 W 60TH ST,$746.53,746.53
13,Sidewalk Menu (2025),6152 W 59TH ST; 6125 W 59TH ST,"$29,731.73",29731.73
13,Sidewalk Menu (2025),6200 S KEDVALE AVE; W 62ND ST & S KEDVALE AVE,"$9,458.61",9458.61
13,Sidewalk Menu (2025),6208 S NEENAH AVE,"$4,622.46",4622.46
13,Sidewalk Menu (2025),6210 S MCVICKER AVE; 6238 S MCVICKER AVE,"$15,047.15",15047.15
13,Sidewalk Menu (2025),6214 W 63RD PL,"$6,241.95",6241.95
13,Sidewalk Menu (2025),6217 W 55TH ST,"$8,936.53",8936.53
13,Sidewalk Menu (2025),6219 S MENARD AVE,"$5,236.07",5236.07
13,Sidewalk Menu (2025),6219 S NAGLE AVE,"$8,212.17",8212.17
13,Sidewalk Menu (2025),6221 S NATCHEZ AVE,"$13,682.93",13682.93
13,Sidewalk Menu (2025),6226 W 59TH ST; S MERRIMAC AVE & W 59TH ST,"$10,318.23",10318.23
13,Sidewalk Menu (2025),6243 S NASHVILLE AVE; 6245 S NASHVILLE AVE,"$2,266.39",2266.39
13,Sidewalk Menu (2025),6250 W 60TH ST,"$13,035.86",13035.86
13,Sidewalk Menu (2025),6258 W 64TH ST,"$5,621.78",5621.78
13,Sidewalk Menu (2025),6331 S KILDARE AVE; 6336 S KILDARE AVE,"$16,418.71",16418.71
13,Sidewalk Menu (2025),6346 S KEDVALE AVE,"$10,526.96",10526.96
13,Sidewalk Menu (2025),6354 S KARLOV AVE,"$3,900.87",3900.87
13,Sidewalk Menu (2025),6358 S TRIPP AVE,"$1,304.58",1304.58
13,Sidewalk Menu (2025),6407 S KARLOV AVE; 6441 S KARLOV AVE,"$8,503.78",8503.78
13,Sidewalk Menu (2025),6449 S TRIPP AVE,"$2,577.76",2577.76
13,Sidewalk Menu (2025),6459 W 63RD PL,"$4,266.80",4266.8
13,Sidewalk Menu (2025),6516 W 61ST ST,"$5,509.49",5509.49
13,Sidewalk Menu (2025),6532 S KNOX AVE,"$5,709.43",5709.43
13,Sidewalk Menu (2025),6536 W 61ST ST,"$12,724.16",12724.16
13,Sidewalk Menu (2025),6641 S KEDVALE AVE,"$3,924.39",3924.39
13,Sidewalk Menu (2025),6716 W 63RD PL,"$4,966.74",4966.74
13,Sidewalk Menu (2025),6732 W 64TH ST,"$6,877.37",6877.37
13,Sidewalk Menu (2025),7111 W 63RD PL,"$2,305.47",2305.47
13,Sidewalk Menu (2025),S NATCHEZ AVE & W 63RD PL; 6500 W 63RD PL,"$4,482.21",4482.21
13,Sidewalk Menu (2025),W 62ND ST & S TRIPP AVE; 6200 S TRIPP AVE,"$10,462.81",10462.81
13,Sidewalk Menu (2025),W 64TH ST & S KILDARE AVE; 6400 S KILDARE AVE,"$5,237.74",5237.74
13,Street Light Upgrade Menu (2025),4021 W 58TH PL; 4045 W 58TH PL,"$1,000.00",1000.0
13,Street Light Upgrade Menu (2025),4625 W 63RD ST; 4619 W 63RD ST,"$1,000.00",1000.0
13,Street Light Upgrade Menu (2025),5543 W 64TH PL,$500.00,500.0
13,Street Light Upgrade Menu (2025),5759 W 55TH ST,$500.00,500.0
13,Street Light Upgrade Menu (2025),6040 S KOMENSKY AVE,$500.00,500.0
13,Street Light Upgrade Menu (2025),6232 W 63RD ST; 6300 W 63RD ST; 6252 W 63RD ST; 6324 W 63RD ST,"$2,000.00",2000.0
13,Street Light Upgrade Menu (2025),6400 S LAPORTE AVE,$500.00,500.0
13,Street Resurfacing Menu (2025),ON S KILDARE AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),"$56,898.57",56898.57
13,Street Resurfacing Menu (2025),ON S KILDARE AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S),"$61,749.35",61749.35
13,Street Resurfacing Menu (2025),ON S KNOX AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S),"$55,965.53",55965.53
13,Street Resurfacing Menu (2025),ON S NEWCASTLE AVE FROM W 57TH ST (5700 S) TO W 59TH ST (5899 S),"$105,451.37",105451.37
13,Street Resurfacing Menu (2025),ON S NEW ENGLAND AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),"$54,638.03",54638.03
13,Street Resurfacing Menu (2025),ON S NORDICA AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),"$53,400.95",53400.95
13,Street Resurfacing Menu (2025),ON S NOTTINGHAM AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5899 S),"$55,045.08",55045.08
13,Street Resurfacing Menu (2025),ON S RUTHERFORD AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),"$58,002.44",58002.44
13,Street Resurfacing Menu (2025),ON S SAYRE AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),"$54,549.95",54549.95
13,Street Speed Hump Menu (2025),ON S LINDER AVE FROM W 64TH PL (6430 S) TO W 65TH ST (6500 S),"$2,440.00",2440.0
13,Street Speed Hump Replacement (2025),ON S KILDARE AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S),$0.00,0.0
13,Street Speed Hump Replacement (2025),ON S KNOX AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S),$0.00,0.0
13,Wentworth Park Improvements,5625 S MOBILE AVE,"$50,000.00",50000.0
14,Alley Apron Menu (2025),2957 W 53RD ST,"$29,378.11",29378.11
14,Alley Apron Menu (2025),3143 W 54TH PL,"$17,036.61",17036.61
14,Alley Apron Menu (2025),3355 W 65TH PL,"$22,859.80",22859.8
14,Alley Apron Menu (2025),5400 S FRANCISCO AVE,"$28,029.63",28029.63
14,Alley Resurfacing Menu (2025),S FRANCISCO AVE & W 53RD ST&W 54TH ST & S MOZART ST,"$42,668.94",42668.94
14,Alley Resurfacing Menu (2025),S KEDZIE AVE & W 56TH ST&S SAWYER AVE & W 55TH ST; 5543-5559 S SAWYER AVE,"$10,534.75",10534.75
14,Alley Resurfacing Menu (2025),W 51ST ST & S WASHTENAW AVE&S FAIRFIELD AVE & W 52ND ST,"$56,029.91",56029.91
14,Alley Resurfacing Menu (2025),W 52ND ST & S FAIRFIELD AVE&S CALIFORNIA AVE & W 53RD ST,"$5,790.45",5790.45
14,Alley Resurfacing Menu (2025),W 53RD ST & S FAIRFIELD AVE&S CALIFORNIA AVE & W 54TH ST,"$47,689.10",47689.1
14,Alley Speed Hump Menu (2025),W 53RD ST & S FAIRFIELD AVE&S CALIFORNIA AVE & W 54TH ST,$0.00,0.0
14,Alley Speed Hump Replacement (2025),S FRANCISCO AVE & W 53RD ST&W 54TH ST & S MOZART ST,$0.00,0.0
14,Alley Speed Hump Replacement (2025),S KEDZIE AVE & W 56TH ST&S SAWYER AVE & W 55TH ST; 5558 S KEDZIE AVE,$0.00,0.0
14,Alley Speed Hump Replacement (2025),W 51ST ST & S WASHTENAW AVE&S FAIRFIELD AVE & W 52ND ST,$0.00,0.0
14,Curb & Gutter Menu (2025),5084 S ARCHER AVE,"$1,086.40",1086.4
14,Curb & Gutter Menu (2025),5640 S SPAULDING AVE,"$3,015.97",3015.97
14,Diagonal Parking Menu (2025),ON S HOMAN AVE FROM 5443 S TO W 55TH ST (5500 S),"$44,249.62",44249.62
14,Miscellaneous CDOT Projects (2025),5426 S ST LOUIS AVE,$660.00,660.0
14,Sidewalk Menu (2025),3301 W 65TH ST,"$9,118.77",9118.77
14,Sidewalk Menu (2025),3401 W 60TH ST,"$13,416.43",13416.43
14,Sidewalk Menu (2025),3402-3410 W 60TH PL,"$17,278.37",17278.37
14,Sidewalk Menu (2025),3432-3436 W 62ND ST,"$6,815.96",6815.96
14,Sidewalk Menu (2025),3441 W 60TH PL,"$7,189.43",7189.43
14,Sidewalk Menu (2025),3456 W 65TH ST,"$14,852.72",14852.72
14,Sidewalk Menu (2025),4317-4325 S KEDVALE AVE,"$9,260.05",9260.05
14,Sidewalk Menu (2025),4518 S AVERS AVE,"$7,456.38",7456.38
14,Sidewalk Menu (2025),4536 S KOMENSKY AVE,"$6,773.77",6773.77
14,Sidewalk Menu (2025),4701 S RIDGEWAY AVE,"$10,115.53",10115.53
14,Sidewalk Menu (2025),5201 S ALBANY AVE,"$7,359.48",7359.48
14,Sidewalk Menu (2025),5257 S TRUMBULL AVE,"$14,803.09",14803.09
14,Sidewalk Menu (2025),5401 S FRANCISCO AVE,"$5,872.38",5872.38
14,Sidewalk Menu (2025),5412 S CHRISTIANA AVE,"$12,234.55",12234.55
14,Sidewalk Menu (2025),5703-5707 S SAWYER AVE,"$6,688.28",6688.28
14,Sidewalk Menu (2025),5725 S SAWYER AVE,"$6,306.23",6306.23
14,Sidewalk Menu (2025),5808 S TRUMBULL AVE,"$3,980.53",3980.53
14,Sidewalk Menu (2025),5859 S WHIPPLE ST,"$14,531.13",14531.13
14,Sidewalk Menu (2025),5915-5923 S KEDZIE AVE,"$113,427.36",113427.36
14,Sidewalk Menu (2025),5919 S SPAULDING AVE,"$4,469.37",4469.37
14,Sidewalk Menu (2025),5958 S SAWYER AVE,"$7,762.69",7762.69
14,Sidewalk Menu (2025),6542-6544 S TROY ST,"$4,123.55",4123.55
14,Sidewalk Menu (2025),S SAWYER AVE & W 60TH ST,"$3,206.78",3206.78
14,Street Resurfacing Menu (2025),ON S HOMAN AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S),"$60,721.77",60721.77
14,Street Resurfacing Menu (2025),ON S KEELER AVE FROM W 50TH ST (5000 S) TO S ARCHER AVE (5050 S),"$37,286.57",37286.57
14,Street Resurfacing Menu (2025),ON S MAPLEWOOD AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S),"$58,712.93",58712.93
14,Street Resurfacing Menu (2025),ON S WHIPPLE ST FROM W 47TH ST (4700 S) TO W 48TH PL (4832 S),"$90,251.10",90251.1
14,Street Resurfacing Menu (2025),ON W 49TH ST FROM S KEDVALE AVE (4130 W) TO S KEELER AVE (4200 W),"$46,929.78",46929.78
14,Street Resurfacing Menu (2025),ON W 57TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W),"$62,432.90",62432.9
14,Street Resurfacing Menu (2025),ON W 58TH ST FROM S HOMAN AVE (3400 W) TO S TRUMBULL AVE (3430 W),"$25,446.73",25446.73
14,Street Resurfacing Menu (2025),ON W 58TH ST FROM S TRUMBULL AVE (3430 W) TO S CENTRAL PARK AVE (3600 W),"$105,059.95",105059.95
14,Street Resurfacing Menu (2025),ON W 60TH PL FROM S CENTRAL PARK AVE (3600 W) TO S HOMAN AVE (3400 W),"$120,501.84",120501.84
14,Street Resurfacing Menu (2025),ON W 60TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),"$65,616.71",65616.71
14,Street Resurfacing Menu (2025),ON W 61ST PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W),"$53,958.78",53958.78
14,Street Resurfacing Menu (2025),ON W 61ST PL FROM S ST LOUIS AVE (3500 W) TO S HOMAN AVE (3400 W),"$58,566.13",58566.13
14,Street Resurfacing Menu (2025),ON W 62ND PL FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),"$56,534.46",56534.46
14,Street Speed Hump Menu (2025),ON S MAPLEWOOD AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S),"$4,880.00",4880.0
14,Street Speed Hump Menu (2025),ON S ST LOUIS AVE FROM W 57TH ST (5700 S) TO W 60TH ST (6000 S),"$12,200.00",12200.0
14,Street Speed Hump Menu (2025),ON W 58TH ST FROM S CHRISTIANA AVE (3330 W) TO S SPAULDING AVE (3300 W),"$2,440.00",2440.0
14,Street Speed Hump Menu (2025),ON W 58TH ST FROM S TRUMBULL AVE (3430 W) TO S ST LOUIS AVE (3500 W),"$2,440.00",2440.0
14,Street Speed Hump Replacement (2025),ON S HOMAN AVE FROM W 57TH ST (5700 S) TO W 58TH ST (5800 S),$0.00,0.0
14,Street Speed Hump Replacement (2025),ON W 58TH ST FROM S TRUMBULL AVE (3430 W) TO S CENTRAL PARK AVE (3600 W),$0.00,0.0
14,Street Speed Hump Replacement (2025),ON W 60TH PL FROM S CENTRAL PARK AVE (3600 W) TO S HOMAN AVE (3400 W),$0.00,0.0
14,Street Speed Hump Replacement (2025),ON W 60TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),$0.00,0.0
15,Alley Resurfacing Menu (2025),S SACRAMENTO AVE & W 66TH ST&W MARQUETTE RD & S WHIPPLE ST,"$28,372.23",28372.23
15,Alley Resurfacing Menu (2025),W 43RD ST & S ASHLAND AVE&S MARSHFIELD AVE & W 44TH ST,"$48,863.33",48863.33
15,Alley Resurfacing Menu (2025),W 44TH ST & S NORMAL AVE&S WALLACE ST & W 44TH PL,"$42,870.95",42870.95
15,Alley Resurfacing Menu (2025),W 45TH PL & S NORMAL AVE&S WALLACE ST & W 46TH ST,"$28,487.94",28487.94
15,Alley Resurfacing Menu (2025),W 47TH ST & S DAMEN AVE&S SEELEY AVE & W 48TH ST,"$42,885.25",42885.25
15,Alley Resurfacing Menu (2025),W 47TH ST & S HONORE ST&S WOLCOTT AVE & W 48TH ST; 1841 W 47TH ST,"$52,742.50",52742.5
15,Alley Resurfacing Menu (2025),W 50TH PL & S OAKLEY AVE&S WESTERN BLVD & W 51ST ST,"$29,726.28",29726.28
15,Alley Resurfacing Menu (2025),W 54TH ST & S MAPLEWOOD AVE&S ROCKWELL ST & W 55TH ST,"$47,888.79",47888.79
15,Alley Resurfacing Menu (2025),W 62ND ST & S WHIPPLE ST&S ALBANY AVE & W 63RD ST,"$40,769.72",40769.72
15,Alley Resurfacing Menu (2025),W 64TH ST & S ALBANY AVE&S TROY ST & W 65TH ST,"$35,041.17",35041.17
15,Alley Resurfacing Menu (2025),W 64TH ST & S CALIFORNIA AVE&S MOZART ST & W 65TH ST,"$36,227.35",36227.35
15,Alley Resurfacing Menu (2025),W 64TH ST & S MOZART ST&S FRANCISCO AVE & W 65TH ST,"$34,979.37",34979.37
15,Alley Resurfacing Menu (2025),W 66TH ST & S ALBANY AVE&S TROY ST & W MARQUETTE RD,"$27,451.61",27451.61
15,Alley Speed Hump Menu (2025),S SACRAMENTO AVE & W 66TH ST&W MARQUETTE RD & S WHIPPLE ST,$0.00,0.0
15,Alley Speed Hump Menu (2025),S WESTERN AVE & W 46TH PL&W 46TH ST & S ROCKWELL ST,"$5,800.00",5800.0
15,Alley Speed Hump Menu (2025),S WOLCOTT AVE & W 65TH ST&W 66TH ST & S HONORE ST,"$1,450.00",1450.0
15,Alley Speed Hump Menu (2025),W 55TH ST & S WASHTENAW AVE&S FAIRFIELD AVE & W 56TH ST,"$2,175.00",2175.0
15,Alley Speed Hump Menu (2025),W 56TH ST & S ARTESIAN AVE&S CAMPBELL AVE & W 57TH ST,"$2,175.00",2175.0
15,Alley Speed Hump Menu (2025),W 58TH ST & S CALIFORNIA AVE&S FAIRFIELD AVE & W 59TH ST,"$2,900.00",2900.0
15,Alley Speed Hump Replacement (2025),W 43RD ST & S ASHLAND AVE&S MARSHFIELD AVE & W 44TH ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 44TH ST & S NORMAL AVE&S WALLACE ST & W 44TH PL,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 45TH PL & S NORMAL AVE&S WALLACE ST & W 46TH ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 47TH ST & S DAMEN AVE&S SEELEY AVE & W 48TH ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 47TH ST & S HONORE ST&S WOLCOTT AVE & W 48TH ST; 1841 W 47TH ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 54TH ST & S MAPLEWOOD AVE&S ROCKWELL ST & W 55TH ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 62ND ST & S WHIPPLE ST&S ALBANY AVE & W 63RD ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 64TH ST & S CALIFORNIA AVE&S MOZART ST & W 65TH ST,$0.00,0.0
15,Alley Speed Hump Replacement (2025),W 66TH ST & S ALBANY AVE&S TROY ST & W MARQUETTE RD,$0.00,0.0
15,Bollard Menu (2025),2501 W 54TH ST,"$2,833.58",2833.58
15,Bollard Menu (2025),4501 S WALLACE ST,"$1,455.73",1455.73
15,Sidewalk Menu (2025),2834 W 57TH ST,"$33,102.09",33102.09
15,Sidewalk Menu (2025),5640 S SEELEY AVE,"$3,393.26",3393.26
15,Sidewalk Menu (2025),5654 S WASHTENAW AVE,"$11,379.86",11379.86
15,Sidewalk Menu (2025),5658 S CAMPBELL AVE,"$14,946.01",14946.01
15,Sidewalk Menu (2025),5700 S MOZART ST,"$18,393.30",18393.3
15,Sidewalk Menu (2025),5920 S HERMITAGE AVE,"$4,818.26",4818.26
15,Sidewalk Menu (2025),6345 S HERMITAGE AVE,"$4,617.29",4617.29
15,Sidewalk Menu (2025),6427 S SACRAMENTO AVE,"$8,939.13",8939.13
15,Street Bump Outs Menu (2025),W 49TH ST & S HALSTED ST,"$26,831.75",26831.75
15,Street Light Residential Staggered Piggy Back Menu (2025),ON S MOZART ST FROM W 65TH ST (6500 S) TO W MARQUETTE RD (6700 S),"$370,000.00",370000.0
15,Street Light Upgrade Menu (2025),5023 S HOYNE AVE,$500.00,500.0
15,Street Light Upgrade Menu (2025),5702 S DAMEN AVE; 5715 S DAMEN AVE; 5740 S DAMEN AVE,"$1,500.00",1500.0
15,Street Light Upgrade Menu (2025),5816 S HONORE ST,$500.00,500.0
15,Street Light Upgrade Menu (2025),W 51ST ST & S CENTRAL PARK AVE&S WESTERN AVE & W 73RD ST,"$178,555.35",178555.35
15,Street Resurfacing Menu (2025),ON S FRANCISCO AVE FROM W 57TH ST (5700 S) TO W 59TH ST (5900 S),"$118,325.11",118325.11
15,Street Resurfacing Menu (2025),ON W 56TH ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W),"$74,756.14",74756.14
15,Street Resurfacing Menu (2025),ON W 57TH ST FROM S WASHTENAW AVE (2700 W) TO S FAIRFIELD AVE (2730 W),"$26,940.08",26940.08
15,Street Resurfacing Menu (2025),ON W 64TH ST FROM S SACRAMENTO AVE (3000 W) TO S WHIPPLE ST (3030 W),"$23,957.35",23957.35
15,Street Speed Hump Menu (2025),ON S ARTESIAN AVE FROM W 54TH ST (5400 S) TO W 55TH ST (5500 S),"$2,440.00",2440.0
15,Street Speed Hump Menu (2025),ON S FAIRFIELD AVE FROM W 55TH ST (5500 S) TO W 57TH ST (5700 S),"$4,880.00",4880.0
15,Street Speed Hump Menu (2025),ON S FAIRFIELD AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S),"$4,880.00",4880.0
15,Street Speed Hump Menu (2025),ON S HERMITAGE AVE FROM W 64TH ST (6400 S) TO W 65TH ST (6500 S),$962.19,962.19
15,Street Speed Hump Menu (2025),ON S MAPLEWOOD AVE FROM W 50TH ST (5000 S) TO W 51ST ST (5100 S),"$4,880.00",4880.0
15,Street Speed Hump Menu (2025),ON S RICHMOND ST FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S),"$4,880.00",4880.0
15,Street Speed Hump Menu (2025),ON S TALMAN AVE FROM W 55TH ST (5500 S) TO W 56TH ST (5600 S),"$4,880.00",4880.0
15,Street Speed Hump Menu (2025),ON S WHIPPLE ST FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S); 6000 S WHIPPLE ST,$324.65,324.65
15,Street Speed Hump Replacement (2025),ON S FRANCISCO AVE FROM W 57TH ST (5700 S) TO W 59TH ST (5900 S),$0.00,0.0
15,Street Speed Hump Replacement (2025),ON W 56TH ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W),$0.00,0.0
16,Alley Resurfacing Menu (2025),5414 S HONORE ST; W 54TH ST & S HONORE ST&S WOLCOTT AVE & W GARFIELD BLVD,"$53,548.23",53548.23
16,Alley Resurfacing Menu (2025),S HALSTED ST & W 59TH ST&W 60TH ST & S GREEN ST,"$54,598.85",54598.85
16,Alley Resurfacing Menu (2025),S HOYNE AVE & W 66TH ST&W MARQUETTE RD & S SEELEY AVE,"$38,052.80",38052.8
16,Alley Resurfacing Menu (2025),S ROCKWELL ST & W 60TH ST&W 61ST ST & S TALMAN AVE,"$57,665.67",57665.67
16,Alley Resurfacing Menu (2025),S WOLCOTT AVE & W 52ND ST&W 53RD ST & S WINCHESTER AVE,"$32,754.53",32754.53
16,Alley Resurfacing Menu (2025),W 51ST ST & S WINCHESTER AVE&S DAMEN AVE & W 52ND ST; 1935-1953 W 51ST ST,"$40,289.61",40289.61
16,Alley Resurfacing Menu (2025),W 51ST ST & S WOLCOTT AVE&S WINCHESTER AVE & W 52ND ST,"$39,954.35",39954.35
16,Alley Resurfacing Menu (2025),W 56TH ST & S ADA ST&S LOOMIS BLVD & W 57TH ST,"$47,615.34",47615.34
16,Alley Resurfacing Menu (2025),W 61ST ST & S LOOMIS BLVD&S ADA ST & W 62ND ST,"$35,980.15",35980.15
16,Alley Resurfacing Menu (2025),W 63RD ST & S CAMPBELL AVE&S ARTESIAN AVE & W 64TH ST,"$32,305.31",32305.31
16,Alley Resurfacing Menu (2025),W 63RD ST & S CLAREMONT AVE&S WESTERN AVE & W 64TH ST,"$38,903.73",38903.73
16,Alley Resurfacing Menu (2025),W 66TH ST & S ARTESIAN AVE&S CAMPBELL AVE & W MARQUETTE RD,"$34,634.81",34634.81
16,Alley Resurfacing Menu (2025),W 66TH ST & S WASHTENAW AVE&S TALMAN AVE & W MARQUETTE RD,"$35,858.86",35858.86
16,Alley Resurfacing Menu (2025),W 68TH ST & S CAMPBELL AVE&S MAPLEWOOD AVE & W LITHUANIAN PLAZA CT,"$32,645.21",32645.21
16,Alley Speed Hump Replacement (2025),S ROCKWELL ST & W 60TH ST&W 61ST ST & S TALMAN AVE,$0.00,0.0
16,Alley Speed Hump Replacement (2025),W 51ST ST & S WINCHESTER AVE&S DAMEN AVE & W 52ND ST; 1935-1953 W 51ST ST,$0.00,0.0
16,Alley Speed Hump Replacement (2025),W 61ST ST & S LOOMIS BLVD&S ADA ST & W 62ND ST,$0.00,0.0
16,Alley Speed Hump Replacement (2025),W 66TH ST & S ARTESIAN AVE&S CAMPBELL AVE & W MARQUETTE RD,$0.00,0.0
16,Arterial Street Bump Outs Menu (2025),S RACINE AVE & W 69TH ST,"$83,591.64",83591.64
16,Miscellaneous CDOT Projects (2025),6241 S LOOMIS BLVD,$369.82,369.82
16,Sidewalk Menu (2025),5200 S LAFLIN ST,"$16,692.02",16692.02
16,Sidewalk Menu (2025),5400 S WINCHESTER AVE,"$16,776.13",16776.13
16,Sidewalk Menu (2025),6001 S TALMAN AVE,"$18,090.31",18090.31
16,Sidewalk Menu (2025),6354 S TALMAN AVE,"$5,350.26",5350.26
16,Street Light Upgrade Menu (2025),2015-2017 W 51ST ST,$500.00,500.0
16,Street Resurfacing Menu (2025),ON S ADA ST FROM W 61ST ST (6100 S) TO W 64TH ST (6400 S),"$170,207.02",170207.02
16,Street Resurfacing Menu (2025),ON S HONORE ST FROM W 54TH ST (5400 S) TO W GARFIELD BLVD (5500 S),"$59,518.03",59518.03
16,Street Resurfacing Menu (2025),ON S JUSTINE ST FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S),"$55,489.46",55489.46
16,Street Resurfacing Menu (2025),ON S MAPLEWOOD AVE FROM W 63RD ST (6300 S) TO W 65TH ST (6500 S),"$103,968.60",103968.6
16,Street Resurfacing Menu (2025),ON S MARSHFIELD AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S),"$46,841.52",46841.52
